figure,setting_index,distance,fidelity_target,factory_physical_size,metric_mode,trial,seed,n_qubits,k_t_per_qubit,layers_parallel,ratio,n_factories,makespan,metric_value
fig2,0,7,1e-08,2,cycles_per_t,4,103043,3,10,True,1,3,338.5,33.85
fig2,0,7,1e-08,2,cycles_per_t,5,103044,3,10,True,1,3,342.5,34.25
fig2,0,7,1e-08,2,cycles_per_t,6,103045,3,10,True,1,3,379.0,37.9
fig2,0,7,1e-08,2,cycles_per_t,7,103046,3,10,True,1,3,394.0,39.4
fig2,0,7,1e-08,2,cycles_per_t,8,103047,3,10,True,1,3,500.5,50.05
fig2,0,7,1e-08,2,cycles_per_t,9,103048,3,10,True,1,3,449.0,44.9
fig2,0,7,1e-08,2,cycles_per_t,0,104052,4,10,True,1,4,424.0,42.4
fig2,0,7,1e-08,2,cycles_per_t,1,104053,4,10,True,1,4,389.5,38.95
fig2,0,7,1e-08,2,cycles_per_t,2,104054,4,10,True,1,4,444.5,44.45
fig2,0,7,1e-08,2,cycles_per_t,3,104055,4,10,True,1,4,355.5,35.55
fig2,0,7,1e-08,2,cycles_per_t,4,104056,4,10,True,1,4,384.5,38.45
fig2,0,7,1e-08,2,cycles_per_t,5,104057,4,10,True,1,4,396.5,39.65
fig2,0,7,1e-08,2,cycles_per_t,6,104058,4,10,True,1,4,418.0,41.8
fig2,0,7,1e-08,2,cycles_per_t,7,104059,4,10,True,1,4,432.5,43.25
fig2,0,7,1e-08,2,cycles_per_t,8,104060,4,10,True,1,4,439.0,43.9
fig2,0,7,1e-08,2,cycles_per_t,9,104061,4,10,True,1,4,488.0,48.8
fig2,0,7,1e-08,2,cycles_per_t,0,105065,5,10,True,1,5,398.5,39.85
fig2,0,7,1e-08,2,cycles_per_t,1,105066,5,10,True,1,5,479.0,47.9
fig2,0,7,1e-08,2,cycles_per_t,2,105067,5,10,True,1,5,513.0,51.3
fig2,0,7,1e-08,2,cycles_per_t,3,105068,5,10,True,1,5,365.5,36.55
fig2,0,7,1e-08,2,cycles_per_t,4,105069,5,10,True,1,5,376.5,37.65
fig2,0,7,1e-08,2,cycles_per_t,5,105070,5,10,True,1,5,511.5,51.15
fig2,0,7,1e-08,2,cycles_per_t,6,105071,5,10,True,1,5,344.0,34.4
fig2,0,7,1e-08,2,cycles_per_t,7,105072,5,10,True,1,5,413.0,41.3
fig2,0,7,1e-08,2,cycles_per_t,8,105073,5,10,True,1,5,451.5,45.15
fig2,0,7,1e-08,2,cycles_per_t,9,105074,5,10,True,1,5,470.0,47.0
fig2,0,7,1e-08,2,cycles_per_t,0,106078,6,10,True,1,6,405.5,40.55
fig2,0,7,1e-08,2,cycles_per_t,1,106079,6,10,True,1,6,434.0,43.4
fig2,0,7,1e-08,2,cycles_per_t,2,106080,6,10,True,1,6,421.5,42.15
fig2,0,7,1e-08,2,cycles_per_t,3,106081,6,10,True,1,6,445.0,44.5
fig2,0,7,1e-08,2,cycles_per_t,4,106082,6,10,True,1,6,333.0,33.3
fig2,0,7,1e-08,2,cycles_per_t,5,106083,6,10,True,1,6,369.5,36.95
fig2,0,7,1e-08,2,cycles_per_t,6,106084,6,10,True,1,6,423.5,42.35
fig2,0,7,1e-08,2,cycles_per_t,7,106085,6,10,True,1,6,434.0,43.4
fig2,0,7,1e-08,2,cycles_per_t,8,106086,6,10,True,1,6,422.5,42.25
fig2,0,7,1e-08,2,cycles_per_t,9,106087,6,10,True,1,6,338.5,33.85
fig2,0,7,1e-08,2,cycles_per_t,0,107091,7,10,True,1,7,398.5,39.85
fig2,0,7,1e-08,2,cycles_per_t,1,107092,7,10,True,1,7,464.0,46.4
fig2,0,7,1e-08,2,cycles_per_t,2,107093,7,10,True,1,7,501.0,50.1
fig2,0,7,1e-08,2,cycles_per_t,3,107094,7,10,True,1,7,393.0,39.3
fig2,0,7,1e-08,2,cycles_per_t,4,107095,7,10,True,1,7,382.0,38.2
fig2,0,7,1e-08,2,cycles_per_t,5,107096,7,10,True,1,7,495.5,49.55
fig2,0,7,1e-08,2,cycles_per_t,6,107097,7,10,True,1,7,428.0,42.8
fig2,0,7,1e-08,2,cycles_per_t,7,107098,7,10,True,1,7,465.0,46.5
fig2,0,7,1e-08,2,cycles_per_t,8,107099,7,10,True,1,7,418.5,41.85
fig2,0,7,1e-08,2,cycles_per_t,9,107100,7,10,True,1,7,401.0,40.1
fig2,0,7,1e-08,2,cycles_per_t,0,108104,8,10,True,1,8,471.0,47.1
fig2,0,7,1e-08,2,cycles_per_t,1,108105,8,10,True,1,8,444.0,44.4
fig2,0,7,1e-08,2,cycles_per_t,2,108106,8,10,True,1,8,412.5,41.25
fig2,0,7,1e-08,2,cycles_per_t,3,108107,8,10,True,1,8,347.5,34.75
fig2,0,7,1e-08,2,cycles_per_t,4,108108,8,10,True,1,8,457.0,45.7
fig2,0,7,1e-08,2,cycles_per_t,5,108109,8,10,True,1,8,442.0,44.2
fig2,0,7,1e-08,2,cycles_per_t,6,108110,8,10,True,1,8,472.0,47.2
fig2,0,7,1e-08,2,cycles_per_t,7,108111,8,10,True,1,8,431.0,43.1
fig2,0,7,1e-08,2,cycles_per_t,8,108112,8,10,True,1,8,472.5,47.25
fig2,0,7,1e-08,2,cycles_per_t,9,108113,8,10,True,1,8,415.0,41.5
fig2,0,7,1e-08,2,cycles_per_t,0,109117,9,10,True,1,9,351.5,35.15
fig2,0,7,1e-08,2,cycles_per_t,1,109118,9,10,True,1,9,440.5,44.05
fig2,0,7,1e-08,2,cycles_per_t,2,109119,9,10,True,1,9,511.5,51.15
fig2,0,7,1e-08,2,cycles_per_t,3,109120,9,10,True,1,9,408.5,40.85
fig2,0,7,1e-08,2,cycles_per_t,4,109121,9,10,True,1,9,414.0,41.4
fig2,0,7,1e-08,2,cycles_per_t,5,109122,9,10,True,1,9,475.0,47.5
fig2,0,7,1e-08,2,cycles_per_t,6,109123,9,10,True,1,9,450.5,45.05
fig2,0,7,1e-08,2,cycles_per_t,7,109124,9,10,True,1,9,481.0,48.1
fig2,0,7,1e-08,2,cycles_per_t,8,109125,9,10,True,1,9,379.0,37.9
fig2,0,7,1e-08,2,cycles_per_t,9,109126,9,10,True,1,9,437.5,43.75
fig2,0,7,1e-08,2,cycles_per_t,0,110130,10,10,True,1,10,409.5,40.95
fig2,0,7,1e-08,2,cycles_per_t,1,110131,10,10,True,1,10,472.0,47.2
fig2,0,7,1e-08,2,cycles_per_t,2,110132,10,10,True,1,10,496.5,49.65
fig2,0,7,1e-08,2,cycles_per_t,3,110133,10,10,True,1,10,472.5,47.25
fig2,0,7,1e-08,2,cycles_per_t,4,110134,10,10,True,1,10,486.5,48.65
fig2,0,7,1e-08,2,cycles_per_t,5,110135,10,10,True,1,10,452.0,45.2
fig2,0,7,1e-08,2,cycles_per_t,6,110136,10,10,True,1,10,460.5,46.05
fig2,0,7,1e-08,2,cycles_per_t,7,110137,10,10,True,1,10,449.5,44.95
fig2,0,7,1e-08,2,cycles_per_t,8,110138,10,10,True,1,10,506.0,50.6
fig2,0,7,1e-08,2,cycles_per_t,9,110139,10,10,True,1,10,475.0,47.5
fig2,0,7,1e-08,2,cycles_per_t,0,202013,1,10,True,2,2,308.5,61.7
fig2,0,7,1e-08,2,cycles_per_t,1,202014,1,10,True,2,2,180.5,36.1
fig2,0,7,1e-08,2,cycles_per_t,2,202015,1,10,True,2,2,232.0,46.4
fig2,0,7,1e-08,2,cycles_per_t,3,202016,1,10,True,2,2,293.0,58.6
fig2,0,7,1e-08,2,cycles_per_t,4,202017,1,10,True,2,2,194.0,38.8
fig2,0,7,1e-08,2,cycles_per_t,5,202018,1,10,True,2,2,113.5,22.7
fig2,0,7,1e-08,2,cycles_per_t,6,202019,1,10,True,2,2,152.5,30.5
fig2,0,7,1e-08,2,cycles_per_t,7,202020,1,10,True,2,2,180.0,36.0
fig2,0,7,1e-08,2,cycles_per_t,8,202021,1,10,True,2,2,220.0,44.0
fig2,0,7,1e-08,2,cycles_per_t,9,202022,1,10,True,2,2,177.0,35.4
fig2,0,7,1e-08,2,cycles_per_t,0,204026,2,10,True,2,4,259.0,51.8
fig2,0,7,1e-08,2,cycles_per_t,1,204027,2,10,True,2,4,218.0,43.6
fig2,0,7,1e-08,2,cycles_per_t,2,204028,2,10,True,2,4,182.0,36.4
fig2,0,7,1e-08,2,cycles_per_t,3,204029,2,10,True,2,4,205.0,41.0
fig2,0,7,1e-08,2,cycles_per_t,4,204030,2,10,True,2,4,276.0,55.2
fig2,0,7,1e-08,2,cycles_per_t,5,204031,2,10,True,2,4,243.5,48.7
fig2,0,7,1e-08,2,cycles_per_t,6,204032,2,10,True,2,4,177.0,35.4
fig2,0,7,1e-08,2,cycles_per_t,7,204033,2,10,True,2,4,236.5,47.3
fig2,0,7,1e-08,2,cycles_per_t,8,204034,2,10,True,2,4,266.5,53.3
fig2,0,7,1e-08,2,cycles_per_t,9,204035,2,10,True,2,4,177.0,35.4
fig2,0,7,1e-08,2,cycles_per_t,0,206039,3,10,True,2,6,178.0,35.6
fig2,0,7,1e-08,2,cycles_per_t,1,206040,3,10,True,2,6,228.5,45.7
fig2,0,7,1e-08,2,cycles_per_t,2,206041,3,10,True,2,6,192.0,38.4
fig2,0,7,1e-08,2,cycles_per_t,3,206042,3,10,True,2,6,201.5,40.3
fig2,0,7,1e-08,2,cycles_per_t,4,206043,3,10,True,2,6,232.5,46.5
fig2,0,7,1e-08,2,cycles_per_t,5,206044,3,10,True,2,6,230.0,46.0
fig2,0,7,1e-08,2,cycles_per_t,6,206045,3,10,True,2,6,206.0,41.2
fig2,0,7,1e-08,2,cycles_per_t,7,206046,3,10,True,2,6,172.5,34.5
fig2,0,7,1e-08,2,cycles_per_t,8,206047,3,10,True,2,6,207.5,41.5
fig2,0,7,1e-08,2,cycles_per_t,9,206048,3,10,True,2,6,269.5,53.9
fig2,0,7,1e-08,2,cycles_per_t,0,208052,4,10,True,2,8,230.0,46.0
fig2,0,7,1e-08,2,cycles_per_t,1,208053,4,10,True,2,8,227.5,45.5
fig2,0,7,1e-08,2,cycles_per_t,2,208054,4,10,True,2,8,208.0,41.6
fig2,0,7,1e-08,2,cycles_per_t,3,208055,4,10,True,2,8,201.5,40.3
fig2,0,7,1e-08,2,cycles_per_t,4,208056,4,10,True,2,8,211.5,42.3
fig2,0,7,1e-08,2,cycles_per_t,5,208057,4,10,True,2,8,206.5,41.3
fig2,0,7,1e-08,2,cycles_per_t,6,208058,4,10,True,2,8,223.0,44.6
fig2,0,7,1e-08,2,cycles_per_t,7,208059,4,10,True,2,8,220.0,44.0
fig2,0,7,1e-08,2,cycles_per_t,8,208060,4,10,True,2,8,207.5,41.5
fig2,0,7,1e-08,2,cycles_per_t,9,208061,4,10,True,2,8,238.0,47.6
fig2,0,7,1e-08,2,cycles_per_t,0,210065,5,10,True,2,10,272.0,54.4
fig2,0,7,1e-08,2,cycles_per_t,1,210066,5,10,True,2,10,242.5,48.5
fig2,0,7,1e-08,2,cycles_per_t,2,210067,5,10,True,2,10,194.0,38.8
fig2,0,7,1e-08,2,cycles_per_t,3,210068,5,10,True,2,10,212.0,42.4
fig2,0,7,1e-08,2,cycles_per_t,4,210069,5,10,True,2,10,227.0,45.4
fig2,0,7,1e-08,2,cycles_per_t,5,210070,5,10,True,2,10,206.5,41.3
fig2,0,7,1e-08,2,cycles_per_t,6,210071,5,10,True,2,10,228.5,45.7
fig2,0,7,1e-08,2,cycles_per_t,7,210072,5,10,True,2,10,216.0,43.2
fig2,0,7,1e-08,2,cycles_per_t,8,210073,5,10,True,2,10,230.5,46.1
fig2,0,7,1e-08,2,cycles_per_t,9,210074,5,10,True,2,10,205.5,41.1
fig2,0,7,1e-08,2,cycles_per_t,0,212078,6,10,True,2,12,218.5,43.7
fig2,0,7,1e-08,2,cycles_per_t,1,212079,6,10,True,2,12,233.0,46.6
fig2,0,7,1e-08,2,cycles_per_t,2,212080,6,10,True,2,12,218.0,43.6
fig2,0,7,1e-08,2,cycles_per_t,3,212081,6,10,True,2,12,202.5,40.5
fig2,0,7,1e-08,2,cycles_per_t,4,212082,6,10,True,2,12,231.5,46.3
fig2,0,7,1e-08,2,cycles_per_t,5,212083,6,10,True,2,12,203.5,40.7
fig2,0,7,1e-08,2,cycles_per_t,6,212084,6,10,True,2,12,265.0,53.0
fig2,0,7,1e-08,2,cycles_per_t,7,212085,6,10,True,2,12,219.0,43.8
fig2,0,7,1e-08,2,cycles_per_t,8,212086,6,10,True,2,12,250.0,50.0
fig2,0,7,1e-08,2,cycles_per_t,9,212087,6,10,True,2,12,229.0,45.8
fig2,0,7,1e-08,2,cycles_per_t,0,214091,7,10,True,2,14,230.5,46.1
fig2,0,7,1e-08,2,cycles_per_t,1,214092,7,10,True,2,14,228.5,45.7
fig2,0,7,1e-08,2,cycles_per_t,2,214093,7,10,True,2,14,235.0,47.0
fig2,0,7,1e-08,2,cycles_per_t,3,214094,7,10,True,2,14,239.5,47.9
fig2,0,7,1e-08,2,cycles_per_t,4,214095,7,10,True,2,14,203.0,40.6
fig2,0,7,1e-08,2,cycles_per_t,5,214096,7,10,True,2,14,257.5,51.5
fig2,0,7,1e-08,2,cycles_per_t,6,214097,7,10,True,2,14,213.0,42.6
fig2,0,7,1e-08,2,cycles_per_t,7,214098,7,10,True,2,14,236.5,47.3
fig2,0,7,1e-08,2,cycles_per_t,8,214099,7,10,True,2,14,221.0,44.2
fig2,0,7,1e-08,2,cycles_per_t,9,214100,7,10,True,2,14,238.5,47.7
fig2,0,7,1e-08,2,cycles_per_t,0,216104,8,10,True,2,16,278.0,55.6
fig2,0,7,1e-08,2,cycles_per_t,1,216105,8,10,True,2,16,267.0,53.4
fig2,0,7,1e-08,2,cycles_per_t,2,216106,8,10,True,2,16,243.0,48.6
fig2,0,7,1e-08,2,cycles_per_t,3,216107,8,10,True,2,16,247.5,49.5
fig2,0,7,1e-08,2,cycles_per_t,4,216108,8,10,True,2,16,239.0,47.8
fig2,0,7,1e-08,2,cycles_per_t,5,216109,8,10,True,2,16,291.0,58.2
fig2,0,7,1e-08,2,cycles_per_t,6,216110,8,10,True,2,16,235.0,47.0
fig2,0,7,1e-08,2,cycles_per_t,7,216111,8,10,True,2,16,238.0,47.6
fig2,0,7,1e-08,2,cycles_per_t,8,216112,8,10,True,2,16,250.5,50.1
fig2,0,7,1e-08,2,cycles_per_t,9,216113,8,10,True,2,16,239.5,47.9
fig2,0,7,1e-08,2,cycles_per_t,0,218117,9,10,True,2,18,274.0,54.8
fig2,0,7,1e-08,2,cycles_per_t,1,218118,9,10,True,2,18,298.0,59.6
fig2,0,7,1e-08,2,cycles_per_t,2,218119,9,10,True,2,18,224.0,44.8
fig2,0,7,1e-08,2,cycles_per_t,3,218120,9,10,True,2,18,281.5,56.3
fig2,0,7,1e-08,2,cycles_per_t,4,218121,9,10,True,2,18,223.0,44.6
fig2,0,7,1e-08,2,cycles_per_t,5,218122,9,10,True,2,18,247.0,49.4
fig2,0,7,1e-08,2,cycles_per_t,6,218123,9,10,True,2,18,269.5,53.9
fig2,0,7,1e-08,2,cycles_per_t,7,218124,9,10,True,2,18,232.0,46.4
fig2,0,7,1e-08,2,cycles_per_t,8,218125,9,10,True,2,18,273.0,54.6
fig2,0,7,1e-08,2,cycles_per_t,9,218126,9,10,True,2,18,218.5,43.7
fig2,0,7,1e-08,2,cycles_per_t,0,220130,10,10,True,2,20,278.5,55.7
fig2,0,7,1e-08,2,cycles_per_t,1,220131,10,10,True,2,20,266.0,53.2
fig2,0,7,1e-08,2,cycles_per_t,2,220132,10,10,True,2,20,276.5,55.3
fig2,0,7,1e-08,2,cycles_per_t,3,220133,10,10,True,2,20,245.0,49.0
fig2,0,7,1e-08,2,cycles_per_t,4,220134,10,10,True,2,20,267.5,53.5
fig2,0,7,1e-08,2,cycles_per_t,5,220135,10,10,True,2,20,257.0,51.4
fig2,0,7,1e-08,2,cycles_per_t,6,220136,10,10,True,2,20,225.5,45.1
fig2,0,7,1e-08,2,cycles_per_t,7,220137,10,10,True,2,20,248.5,49.7
fig2,0,7,1e-08,2,cycles_per_t,8,220138,10,10,True,2,20,244.0,48.8
fig2,0,7,1e-08,2,cycles_per_t,9,220139,10,10,True,2,20,260.5,52.1
fig2,0,7,1e-08,2,cycles_per_t,0,404013,1,10,True,4,4,79.0,31.6
fig2,0,7,1e-08,2,cycles_per_t,1,404014,1,10,True,4,4,108.0,43.2
fig2,0,7,1e-08,2,cycles_per_t,2,404015,1,10,True,4,4,117.5,47.0
fig2,0,7,1e-08,2,cycles_per_t,3,404016,1,10,True,4,4,122.0,48.8
fig2,0,7,1e-08,2,cycles_per_t,4,404017,1,10,True,4,4,109.0,43.6
fig2,0,7,1e-08,2,cycles_per_t,5,404018,1,10,True,4,4,172.0,68.8
fig2,0,7,1e-08,2,cycles_per_t,6,404019,1,10,True,4,4,117.0,46.8
fig2,0,7,1e-08,2,cycles_per_t,7,404020,1,10,True,4,4,146.5,58.6
fig2,0,7,1e-08,2,cycles_per_t,8,404021,1,10,True,4,4,124.0,49.6
fig2,0,7,1e-08,2,cycles_per_t,9,404022,1,10,True,4,4,134.5,53.8
fig2,0,7,1e-08,2,cycles_per_t,0,408026,2,10,True,4,8,143.5,57.4
fig2,0,7,1e-08,2,cycles_per_t,1,408027,2,10,True,4,8,120.5,48.2
fig2,0,7,1e-08,2,cycles_per_t,2,408028,2,10,True,4,8,119.5,47.8
fig2,0,7,1e-08,2,cycles_per_t,3,408029,2,10,True,4,8,130.0,52.0
fig2,0,7,1e-08,2,cycles_per_t,4,408030,2,10,True,4,8,122.5,49.0
fig2,0,7,1e-08,2,cycles_per_t,5,408031,2,10,True,4,8,137.5,55.0
fig2,0,7,1e-08,2,cycles_per_t,6,408032,2,10,True,4,8,177.5,71.0
fig2,0,7,1e-08,2,cycles_per_t,7,408033,2,10,True,4,8,134.5,53.8
fig2,0,7,1e-08,2,cycles_per_t,8,408034,2,10,True,4,8,160.0,64.0
fig2,0,7,1e-08,2,cycles_per_t,9,408035,2,10,True,4,8,119.5,47.8
fig2,0,7,1e-08,2,cycles_per_t,0,412039,3,10,True,4,12,122.5,49.0
fig2,0,7,1e-08,2,cycles_per_t,1,412040,3,10,True,4,12,111.5,44.6
fig2,0,7,1e-08,2,cycles_per_t,2,412041,3,10,True,4,12,152.0,60.8
fig2,0,7,1e-08,2,cycles_per_t,3,412042,3,10,True,4,12,139.5,55.8
fig2,0,7,1e-08,2,cycles_per_t,4,412043,3,10,True,4,12,182.0,72.8
fig2,0,7,1e-08,2,cycles_per_t,5,412044,3,10,True,4,12,154.0,61.6
fig2,0,7,1e-08,2,cycles_per_t,6,412045,3,10,True,4,12,128.0,51.2
fig2,0,7,1e-08,2,cycles_per_t,7,412046,3,10,True,4,12,113.5,45.4
fig2,0,7,1e-08,2,cycles_per_t,8,412047,3,10,True,4,12,139.5,55.8
fig2,0,7,1e-08,2,cycles_per_t,9,412048,3,10,True,4,12,116.0,46.4
fig2,0,7,1e-08,2,cycles_per_t,0,416052,4,10,True,4,16,151.0,60.4
fig2,0,7,1e-08,2,cycles_per_t,1,416053,4,10,True,4,16,147.5,59.0
fig2,0,7,1e-08,2,cycles_per_t,2,416054,4,10,True,4,16,163.0,65.2
fig2,0,7,1e-08,2,cycles_per_t,3,416055,4,10,True,4,16,142.0,56.8
fig2,0,7,1e-08,2,cycles_per_t,4,416056,4,10,True,4,16,152.0,60.8
fig2,0,7,1e-08,2,cycles_per_t,5,416057,4,10,True,4,16,133.5,53.4
fig2,0,7,1e-08,2,cycles_per_t,6,416058,4,10,True,4,16,145.5,58.2
fig2,0,7,1e-08,2,cycles_per_t,7,416059,4,10,True,4,16,130.5,52.2
fig2,0,7,1e-08,2,cycles_per_t,8,416060,4,10,True,4,16,133.5,53.4
fig2,0,7,1e-08,2,cycles_per_t,9,416061,4,10,True,4,16,177.0,70.8
fig2,0,7,1e-08,2,cycles_per_t,0,420065,5,10,True,4,20,150.5,60.2
fig2,0,7,1e-08,2,cycles_per_t,1,420066,5,10,True,4,20,159.0,63.6
fig2,0,7,1e-08,2,cycles_per_t,2,420067,5,10,True,4,20,138.5,55.4
fig2,0,7,1e-08,2,cycles_per_t,3,420068,5,10,True,4,20,156.5,62.6
fig2,0,7,1e-08,2,cycles_per_t,4,420069,5,10,True,4,20,143.0,57.2
fig2,0,7,1e-08,2,cycles_per_t,5,420070,5,10,True,4,20,188.5,75.4
fig2,0,7,1e-08,2,cycles_per_t,6,420071,5,10,True,4,20,165.0,66.0
fig2,0,7,1e-08,2,cycles_per_t,7,420072,5,10,True,4,20,161.5,64.6
fig2,0,7,1e-08,2,cycles_per_t,8,420073,5,10,True,4,20,135.0,54.0
fig2,0,7,1e-08,2,cycles_per_t,9,420074,5,10,True,4,20,154.5,61.8
fig2,0,7,1e-08,2,cycles_per_t,0,424078,6,10,True,4,24,146.5,58.6
fig2,0,7,1e-08,2,cycles_per_t,1,424079,6,10,True,4,24,166.5,66.6
fig2,0,7,1e-08,2,cycles_per_t,2,424080,6,10,True,4,24,182.0,72.8
fig2,0,7,1e-08,2,cycles_per_t,3,424081,6,10,True,4,24,163.0,65.2
fig2,0,7,1e-08,2,cycles_per_t,4,424082,6,10,True,4,24,141.5,56.6
fig2,0,7,1e-08,2,cycles_per_t,5,424083,6,10,True,4,24,165.0,66.0
fig2,0,7,1e-08,2,cycles_per_t,6,424084,6,10,True,4,24,163.0,65.2
fig2,0,7,1e-08,2,cycles_per_t,7,424085,6,10,True,4,24,171.0,68.4
fig2,0,7,1e-08,2,cycles_per_t,8,424086,6,10,True,4,24,156.5,62.6
fig2,0,7,1e-08,2,cycles_per_t,9,424087,6,10,True,4,24,143.0,57.2
fig2,0,7,1e-08,2,cycles_per_t,0,428091,7,10,True,4,28,153.0,61.2
fig2,0,7,1e-08,2,cycles_per_t,1,428092,7,10,True,4,28,164.0,65.6
fig2,0,7,1e-08,2,cycles_per_t,2,428093,7,10,True,4,28,166.0,66.4
fig2,0,7,1e-08,2,cycles_per_t,3,428094,7,10,True,4,28,156.5,62.6
fig2,0,7,1e-08,2,cycles_per_t,4,428095,7,10,True,4,28,171.0,68.4
fig2,0,7,1e-08,2,cycles_per_t,5,428096,7,10,True,4,28,171.0,68.4
fig2,0,7,1e-08,2,cycles_per_t,6,428097,7,10,True,4,28,163.5,65.4
fig2,0,7,1e-08,2,cycles_per_t,7,428098,7,10,True,4,28,177.5,71.0
fig2,0,7,1e-08,2,cycles_per_t,8,428099,7,10,True,4,28,178.0,71.2
fig2,0,7,1e-08,2,cycles_per_t,9,428100,7,10,True,4,28,162.0,64.8
fig2,0,7,1e-08,2,cycles_per_t,0,432104,8,10,True,4,32,180.0,72.0
fig2,0,7,1e-08,2,cycles_per_t,1,432105,8,10,True,4,32,193.5,77.4
fig2,0,7,1e-08,2,cycles_per_t,2,432106,8,10,True,4,32,156.5,62.6
fig2,0,7,1e-08,2,cycles_per_t,3,432107,8,10,True,4,32,174.0,69.6
fig2,0,7,1e-08,2,cycles_per_t,4,432108,8,10,True,4,32,166.0,66.4
fig2,0,7,1e-08,2,cycles_per_t,5,432109,8,10,True,4,32,149.5,59.8
fig2,0,7,1e-08,2,cycles_per_t,6,432110,8,10,True,4,32,162.0,64.8
fig2,0,7,1e-08,2,cycles_per_t,7,432111,8,10,True,4,32,177.5,71.0
fig2,0,7,1e-08,2,cycles_per_t,8,432112,8,10,True,4,32,191.5,76.6
fig2,0,7,1e-08,2,cycles_per_t,9,432113,8,10,True,4,32,159.0,63.6
fig2,0,7,1e-08,2,cycles_per_t,0,436117,9,10,True,4,36,178.5,71.4
fig2,0,7,1e-08,2,cycles_per_t,1,436118,9,10,True,4,36,176.5,70.6
fig2,0,7,1e-08,2,cycles_per_t,2,436119,9,10,True,4,36,172.0,68.8
fig2,0,7,1e-08,2,cycles_per_t,3,436120,9,10,True,4,36,178.5,71.4
fig2,0,7,1e-08,2,cycles_per_t,4,436121,9,10,True,4,36,178.0,71.2
fig2,0,7,1e-08,2,cycles_per_t,5,436122,9,10,True,4,36,174.0,69.6
fig2,0,7,1e-08,2,cycles_per_t,6,436123,9,10,True,4,36,175.0,70.0
fig2,0,7,1e-08,2,cycles_per_t,7,436124,9,10,True,4,36,151.0,60.4
fig2,0,7,1e-08,2,cycles_per_t,8,436125,9,10,True,4,36,172.5,69.0
fig2,0,7,1e-08,2,cycles_per_t,9,436126,9,10,True,4,36,156.5,62.6
fig2,0,7,1e-08,2,cycles_per_t,0,440130,10,10,True,4,40,206.0,82.4
fig2,0,7,1e-08,2,cycles_per_t,1,440131,10,10,True,4,40,179.0,71.6
fig2,0,7,1e-08,2,cycles_per_t,2,440132,10,10,True,4,40,167.0,66.8
fig2,0,7,1e-08,2,cycles_per_t,3,440133,10,10,True,4,40,159.5,63.8
fig2,0,7,1e-08,2,cycles_per_t,4,440134,10,10,True,4,40,165.0,66.0
fig2,0,7,1e-08,2,cycles_per_t,5,440135,10,10,True,4,40,188.5,75.4
fig2,0,7,1e-08,2,cycles_per_t,6,440136,10,10,True,4,40,182.5,73.0
fig2,0,7,1e-08,2,cycles_per_t,7,440137,10,10,True,4,40,165.0,66.0
fig2,0,7,1e-08,2,cycles_per_t,8,440138,10,10,True,4,40,181.0,72.4
fig2,0,7,1e-08,2,cycles_per_t,9,440139,10,10,True,4,40,184.0,73.6
fig2,0,7,1e-08,2,cycles_per_t,0,808013,1,10,True,8,8,72.0,57.6
fig2,0,7,1e-08,2,cycles_per_t,1,808014,1,10,True,8,8,67.0,53.6
fig2,0,7,1e-08,2,cycles_per_t,2,808015,1,10,True,8,8,69.5,55.6
fig2,0,7,1e-08,2,cycles_per_t,3,808016,1,10,True,8,8,71.0,56.8
fig2,0,7,1e-08,2,cycles_per_t,4,808017,1,10,True,8,8,70.0,56.0
fig2,0,7,1e-08,2,cycles_per_t,5,808018,1,10,True,8,8,83.0,66.4
fig2,0,7,1e-08,2,cycles_per_t,6,808019,1,10,True,8,8,83.5,66.8
fig2,0,7,1e-08,2,cycles_per_t,7,808020,1,10,True,8,8,68.5,54.8
fig2,0,7,1e-08,2,cycles_per_t,8,808021,1,10,True,8,8,82.5,66.0
fig2,0,7,1e-08,2,cycles_per_t,9,808022,1,10,True,8,8,84.5,67.6
fig2,0,7,1e-08,2,cycles_per_t,0,816026,2,10,True,8,16,82.0,65.6
fig2,0,7,1e-08,2,cycles_per_t,1,816027,2,10,True,8,16,83.0,66.4
fig2,0,7,1e-08,2,cycles_per_t,2,816028,2,10,True,8,16,105.0,84.0
fig2,0,7,1e-08,2,cycles_per_t,3,816029,2,10,True,8,16,97.5,78.0
fig2,0,7,1e-08,2,cycles_per_t,4,816030,2,10,True,8,16,88.0,70.4
fig2,0,7,1e-08,2,cycles_per_t,5,816031,2,10,True,8,16,113.5,90.8
fig2,0,7,1e-08,2,cycles_per_t,6,816032,2,10,True,8,16,82.0,65.6
fig2,0,7,1e-08,2,cycles_per_t,7,816033,2,10,True,8,16,92.0,73.6
fig2,0,7,1e-08,2,cycles_per_t,8,816034,2,10,True,8,16,98.5,78.8
fig2,0,7,1e-08,2,cycles_per_t,9,816035,2,10,True,8,16,83.0,66.4
fig2,0,7,1e-08,2,cycles_per_t,0,824039,3,10,True,8,24,94.5,75.6
fig2,0,7,1e-08,2,cycles_per_t,1,824040,3,10,True,8,24,110.0,88.0
fig2,0,7,1e-08,2,cycles_per_t,2,824041,3,10,True,8,24,112.0,89.6
fig2,0,7,1e-08,2,cycles_per_t,3,824042,3,10,True,8,24,89.0,71.2
fig2,0,7,1e-08,2,cycles_per_t,4,824043,3,10,True,8,24,114.5,91.6
fig2,0,7,1e-08,2,cycles_per_t,5,824044,3,10,True,8,24,108.5,86.8
