figure,setting_index,distance,fidelity_target,factory_physical_size,metric_mode,trial,seed,n_qubits,k_t_per_qubit,layers_parallel,ratio,n_factories,makespan,metric_value
fig2,0,7,1e-08,2,cycles_per_t,6,824045,3,10,True,8,24,91.5,73.2
fig2,0,7,1e-08,2,cycles_per_t,7,824046,3,10,True,8,24,110.0,88.0
fig2,0,7,1e-08,2,cycles_per_t,8,824047,3,10,True,8,24,107.5,86.0
fig2,0,7,1e-08,2,cycles_per_t,9,824048,3,10,True,8,24,100.5,80.4
fig2,0,7,1e-08,2,cycles_per_t,0,832052,4,10,True,8,32,100.5,80.4
fig2,0,7,1e-08,2,cycles_per_t,1,832053,4,10,True,8,32,107.0,85.6
fig2,0,7,1e-08,2,cycles_per_t,2,832054,4,10,True,8,32,122.0,97.6
fig2,0,7,1e-08,2,cycles_per_t,3,832055,4,10,True,8,32,96.0,76.8
fig2,0,7,1e-08,2,cycles_per_t,4,832056,4,10,True,8,32,102.0,81.6
fig2,0,7,1e-08,2,cycles_per_t,5,832057,4,10,True,8,32,121.0,96.8
fig2,0,7,1e-08,2,cycles_per_t,6,832058,4,10,True,8,32,103.5,82.8
fig2,0,7,1e-08,2,cycles_per_t,7,832059,4,10,True,8,32,120.5,96.4
fig2,0,7,1e-08,2,cycles_per_t,8,832060,4,10,True,8,32,120.5,96.4
fig2,0,7,1e-08,2,cycles_per_t,9,832061,4,10,True,8,32,120.0,96.0
fig2,0,7,1e-08,2,cycles_per_t,0,840065,5,10,True,8,40,120.0,96.0
fig2,0,7,1e-08,2,cycles_per_t,1,840066,5,10,True,8,40,130.0,104.0
fig2,0,7,1e-08,2,cycles_per_t,2,840067,5,10,True,8,40,129.5,103.6
fig2,0,7,1e-08,2,cycles_per_t,3,840068,5,10,True,8,40,123.5,98.8
fig2,0,7,1e-08,2,cycles_per_t,4,840069,5,10,True,8,40,112.0,89.6
fig2,0,7,1e-08,2,cycles_per_t,5,840070,5,10,True,8,40,110.5,88.4
fig2,0,7,1e-08,2,cycles_per_t,6,840071,5,10,True,8,40,130.5,104.4
fig2,0,7,1e-08,2,cycles_per_t,7,840072,5,10,True,8,40,116.5,93.2
fig2,0,7,1e-08,2,cycles_per_t,8,840073,5,10,True,8,40,127.5,102.0
fig2,0,7,1e-08,2,cycles_per_t,9,840074,5,10,True,8,40,129.5,103.6
fig2,0,7,1e-08,2,cycles_per_t,0,848078,6,10,True,8,48,131.5,105.2
fig2,0,7,1e-08,2,cycles_per_t,1,848079,6,10,True,8,48,120.0,96.0
fig2,0,7,1e-08,2,cycles_per_t,2,848080,6,10,True,8,48,135.0,108.0
fig2,0,7,1e-08,2,cycles_per_t,3,848081,6,10,True,8,48,127.0,101.6
fig2,0,7,1e-08,2,cycles_per_t,4,848082,6,10,True,8,48,127.5,102.0
fig2,0,7,1e-08,2,cycles_per_t,5,848083,6,10,True,8,48,134.5,107.6
fig2,0,7,1e-08,2,cycles_per_t,6,848084,6,10,True,8,48,129.0,103.2
fig2,0,7,1e-08,2,cycles_per_t,7,848085,6,10,True,8,48,118.5,94.8
fig2,0,7,1e-08,2,cycles_per_t,8,848086,6,10,True,8,48,110.0,88.0
fig2,0,7,1e-08,2,cycles_per_t,9,848087,6,10,True,8,48,137.5,110.0
fig2,0,7,1e-08,2,cycles_per_t,0,856091,7,10,True,8,56,143.5,114.8
fig2,0,7,1e-08,2,cycles_per_t,1,856092,7,10,True,8,56,128.5,102.8
fig2,0,7,1e-08,2,cycles_per_t,2,856093,7,10,True,8,56,132.5,106.0
fig2,0,7,1e-08,2,cycles_per_t,3,856094,7,10,True,8,56,147.0,117.6
fig2,0,7,1e-08,2,cycles_per_t,4,856095,7,10,True,8,56,149.5,119.6
fig2,0,7,1e-08,2,cycles_per_t,5,856096,7,10,True,8,56,147.5,118.0
fig2,0,7,1e-08,2,cycles_per_t,6,856097,7,10,True,8,56,133.0,106.4
fig2,0,7,1e-08,2,cycles_per_t,7,856098,7,10,True,8,56,126.5,101.2
fig2,0,7,1e-08,2,cycles_per_t,8,856099,7,10,True,8,56,144.5,115.6
fig2,0,7,1e-08,2,cycles_per_t,9,856100,7,10,True,8,56,143.0,114.4
fig2,0,7,1e-08,2,cycles_per_t,0,864104,8,10,True,8,64,145.5,116.4
fig2,0,7,1e-08,2,cycles_per_t,1,864105,8,10,True,8,64,136.0,108.8
fig2,0,7,1e-08,2,cycles_per_t,2,864106,8,10,True,8,64,152.0,121.6
fig2,0,7,1e-08,2,cycles_per_t,3,864107,8,10,True,8,64,140.5,112.4
fig2,0,7,1e-08,2,cycles_per_t,4,864108,8,10,True,8,64,142.5,114.0
fig2,0,7,1e-08,2,cycles_per_t,5,864109,8,10,True,8,64,126.0,100.8
fig2,0,7,1e-08,2,cycles_per_t,6,864110,8,10,True,8,64,163.5,130.8
fig2,0,7,1e-08,2,cycles_per_t,7,864111,8,10,True,8,64,131.5,105.2
fig2,0,7,1e-08,2,cycles_per_t,8,864112,8,10,True,8,64,152.0,121.6
fig2,0,7,1e-08,2,cycles_per_t,9,864113,8,10,True,8,64,152.5,122.0
fig2,0,7,1e-08,2,cycles_per_t,0,872117,9,10,True,8,72,148.5,118.8
fig2,0,7,1e-08,2,cycles_per_t,1,872118,9,10,True,8,72,136.5,109.2
fig2,0,7,1e-08,2,cycles_per_t,2,872119,9,10,True,8,72,184.0,147.2
fig2,0,7,1e-08,2,cycles_per_t,3,872120,9,10,True,8,72,132.0,105.6
fig2,0,7,1e-08,2,cycles_per_t,4,872121,9,10,True,8,72,171.5,137.2
fig2,0,7,1e-08,2,cycles_per_t,5,872122,9,10,True,8,72,163.0,130.4
fig2,0,7,1e-08,2,cycles_per_t,6,872123,9,10,True,8,72,187.0,149.6
fig2,0,7,1e-08,2,cycles_per_t,7,872124,9,10,True,8,72,137.5,110.0
fig2,0,7,1e-08,2,cycles_per_t,8,872125,9,10,True,8,72,150.0,120.0
fig2,0,7,1e-08,2,cycles_per_t,9,872126,9,10,True,8,72,156.0,124.8
fig2,0,7,1e-08,2,cycles_per_t,0,880130,10,10,True,8,80,155.0,124.0
fig2,0,7,1e-08,2,cycles_per_t,1,880131,10,10,True,8,80,156.5,125.2
fig2,0,7,1e-08,2,cycles_per_t,2,880132,10,10,True,8,80,178.5,142.8
fig2,0,7,1e-08,2,cycles_per_t,3,880133,10,10,True,8,80,156.5,125.2
fig2,0,7,1e-08,2,cycles_per_t,4,880134,10,10,True,8,80,165.5,132.4
fig2,0,7,1e-08,2,cycles_per_t,5,880135,10,10,True,8,80,182.5,146.0
fig2,0,7,1e-08,2,cycles_per_t,6,880136,10,10,True,8,80,154.0,123.2
fig2,0,7,1e-08,2,cycles_per_t,7,880137,10,10,True,8,80,168.0,134.4
fig2,0,7,1e-08,2,cycles_per_t,8,880138,10,10,True,8,80,167.0,133.6
fig2,0,7,1e-08,2,cycles_per_t,9,880139,10,10,True,8,80,138.5,110.8
fig2,1,9,1e-08,2,cycles_per_t,0,2101013,1,10,True,1,1,290.0,29.0
fig2,1,9,1e-08,2,cycles_per_t,1,2101014,1,10,True,1,1,431.5,43.15
fig2,1,9,1e-08,2,cycles_per_t,2,2101015,1,10,True,1,1,367.5,36.75
fig2,1,9,1e-08,2,cycles_per_t,3,2101016,1,10,True,1,1,391.5,39.15
fig2,1,9,1e-08,2,cycles_per_t,4,2101017,1,10,True,1,1,532.5,53.25
fig2,1,9,1e-08,2,cycles_per_t,5,2101018,1,10,True,1,1,319.0,31.9
fig2,1,9,1e-08,2,cycles_per_t,6,2101019,1,10,True,1,1,332.0,33.2
fig2,1,9,1e-08,2,cycles_per_t,7,2101020,1,10,True,1,1,283.0,28.3
fig2,1,9,1e-08,2,cycles_per_t,8,2101021,1,10,True,1,1,333.0,33.3
fig2,1,9,1e-08,2,cycles_per_t,9,2101022,1,10,True,1,1,269.0,26.9
fig2,1,9,1e-08,2,cycles_per_t,0,2102026,2,10,True,1,2,439.5,43.95
fig2,1,9,1e-08,2,cycles_per_t,1,2102027,2,10,True,1,2,519.0,51.9
fig2,1,9,1e-08,2,cycles_per_t,2,2102028,2,10,True,1,2,406.5,40.65
fig2,1,9,1e-08,2,cycles_per_t,3,2102029,2,10,True,1,2,395.0,39.5
fig2,1,9,1e-08,2,cycles_per_t,4,2102030,2,10,True,1,2,468.0,46.8
fig2,1,9,1e-08,2,cycles_per_t,5,2102031,2,10,True,1,2,408.0,40.8
fig2,1,9,1e-08,2,cycles_per_t,6,2102032,2,10,True,1,2,575.0,57.5
fig2,1,9,1e-08,2,cycles_per_t,7,2102033,2,10,True,1,2,385.5,38.55
fig2,1,9,1e-08,2,cycles_per_t,8,2102034,2,10,True,1,2,353.5,35.35
fig2,1,9,1e-08,2,cycles_per_t,9,2102035,2,10,True,1,2,369.5,36.95
fig2,1,9,1e-08,2,cycles_per_t,0,2103039,3,10,True,1,3,396.5,39.65
fig2,1,9,1e-08,2,cycles_per_t,1,2103040,3,10,True,1,3,438.0,43.8
fig2,1,9,1e-08,2,cycles_per_t,2,2103041,3,10,True,1,3,445.0,44.5
fig2,1,9,1e-08,2,cycles_per_t,3,2103042,3,10,True,1,3,383.0,38.3
fig2,1,9,1e-08,2,cycles_per_t,4,2103043,3,10,True,1,3,369.5,36.95
fig2,1,9,1e-08,2,cycles_per_t,5,2103044,3,10,True,1,3,445.5,44.55
fig2,1,9,1e-08,2,cycles_per_t,6,2103045,3,10,True,1,3,400.5,40.05
fig2,1,9,1e-08,2,cycles_per_t,7,2103046,3,10,True,1,3,386.0,38.6
fig2,1,9,1e-08,2,cycles_per_t,8,2103047,3,10,True,1,3,454.0,45.4
fig2,1,9,1e-08,2,cycles_per_t,9,2103048,3,10,True,1,3,390.0,39.0
fig2,1,9,1e-08,2,cycles_per_t,0,2104052,4,10,True,1,4,385.0,38.5
fig2,1,9,1e-08,2,cycles_per_t,1,2104053,4,10,True,1,4,470.0,47.0
fig2,1,9,1e-08,2,cycles_per_t,2,2104054,4,10,True,1,4,487.5,48.75
fig2,1,9,1e-08,2,cycles_per_t,3,2104055,4,10,True,1,4,442.5,44.25
fig2,1,9,1e-08,2,cycles_per_t,4,2104056,4,10,True,1,4,487.5,48.75
fig2,1,9,1e-08,2,cycles_per_t,5,2104057,4,10,True,1,4,365.0,36.5
fig2,1,9,1e-08,2,cycles_per_t,6,2104058,4,10,True,1,4,433.5,43.35
fig2,1,9,1e-08,2,cycles_per_t,7,2104059,4,10,True,1,4,323.0,32.3
fig2,1,9,1e-08,2,cycles_per_t,8,2104060,4,10,True,1,4,431.0,43.1
fig2,1,9,1e-08,2,cycles_per_t,9,2104061,4,10,True,1,4,399.0,39.9
fig2,1,9,1e-08,2,cycles_per_t,0,2105065,5,10,True,1,5,457.5,45.75
fig2,1,9,1e-08,2,cycles_per_t,1,2105066,5,10,True,1,5,390.5,39.05
fig2,1,9,1e-08,2,cycles_per_t,2,2105067,5,10,True,1,5,417.5,41.75
fig2,1,9,1e-08,2,cycles_per_t,3,2105068,5,10,True,1,5,424.0,42.4
fig2,1,9,1e-08,2,cycles_per_t,4,2105069,5,10,True,1,5,440.0,44.0
fig2,1,9,1e-08,2,cycles_per_t,5,2105070,5,10,True,1,5,429.0,42.9
fig2,1,9,1e-08,2,cycles_per_t,6,2105071,5,10,True,1,5,438.5,43.85
fig2,1,9,1e-08,2,cycles_per_t,7,2105072,5,10,True,1,5,487.5,48.75
fig2,1,9,1e-08,2,cycles_per_t,8,2105073,5,10,True,1,5,393.5,39.35
fig2,1,9,1e-08,2,cycles_per_t,9,2105074,5,10,True,1,5,457.0,45.7
fig2,1,9,1e-08,2,cycles_per_t,0,2106078,6,10,True,1,6,432.5,43.25
fig2,1,9,1e-08,2,cycles_per_t,1,2106079,6,10,True,1,6,496.5,49.65
fig2,1,9,1e-08,2,cycles_per_t,2,2106080,6,10,True,1,6,508.5,50.85
fig2,1,9,1e-08,2,cycles_per_t,3,2106081,6,10,True,1,6,453.5,45.35
fig2,1,9,1e-08,2,cycles_per_t,4,2106082,6,10,True,1,6,394.5,39.45
fig2,1,9,1e-08,2,cycles_per_t,5,2106083,6,10,True,1,6,409.0,40.9
fig2,1,9,1e-08,2,cycles_per_t,6,2106084,6,10,True,1,6,461.0,46.1
fig2,1,9,1e-08,2,cycles_per_t,7,2106085,6,10,True,1,6,461.5,46.15
fig2,1,9,1e-08,2,cycles_per_t,8,2106086,6,10,True,1,6,443.5,44.35
fig2,1,9,1e-08,2,cycles_per_t,9,2106087,6,10,True,1,6,445.0,44.5
fig2,1,9,1e-08,2,cycles_per_t,0,2107091,7,10,True,1,7,460.0,46.0
fig2,1,9,1e-08,2,cycles_per_t,1,2107092,7,10,True,1,7,393.0,39.3
fig2,1,9,1e-08,2,cycles_per_t,2,2107093,7,10,True,1,7,385.5,38.55
fig2,1,9,1e-08,2,cycles_per_t,3,2107094,7,10,True,1,7,390.5,39.05
fig2,1,9,1e-08,2,cycles_per_t,4,2107095,7,10,True,1,7,454.5,45.45
fig2,1,9,1e-08,2,cycles_per_t,5,2107096,7,10,True,1,7,445.5,44.55
fig2,1,9,1e-08,2,cycles_per_t,6,2107097,7,10,True,1,7,392.0,39.2
fig2,1,9,1e-08,2,cycles_per_t,7,2107098,7,10,True,1,7,494.0,49.4
fig2,1,9,1e-08,2,cycles_per_t,8,2107099,7,10,True,1,7,489.0,48.9
fig2,1,9,1e-08,2,cycles_per_t,9,2107100,7,10,True,1,7,402.5,40.25
fig2,1,9,1e-08,2,cycles_per_t,0,2108104,8,10,True,1,8,419.0,41.9
fig2,1,9,1e-08,2,cycles_per_t,1,2108105,8,10,True,1,8,478.5,47.85
fig2,1,9,1e-08,2,cycles_per_t,2,2108106,8,10,True,1,8,344.5,34.45
fig2,1,9,1e-08,2,cycles_per_t,3,2108107,8,10,True,1,8,428.0,42.8
fig2,1,9,1e-08,2,cycles_per_t,4,2108108,8,10,True,1,8,469.0,46.9
fig2,1,9,1e-08,2,cycles_per_t,5,2108109,8,10,True,1,8,427.5,42.75
fig2,1,9,1e-08,2,cycles_per_t,6,2108110,8,10,True,1,8,424.5,42.45
fig2,1,9,1e-08,2,cycles_per_t,7,2108111,8,10,True,1,8,385.5,38.55
fig2,1,9,1e-08,2,cycles_per_t,8,2108112,8,10,True,1,8,413.0,41.3
fig2,1,9,1e-08,2,cycles_per_t,9,2108113,8,10,True,1,8,443.0,44.3
fig2,1,9,1e-08,2,cycles_per_t,0,2109117,9,10,True,1,9,451.0,45.1
fig2,1,9,1e-08,2,cycles_per_t,1,2109118,9,10,True,1,9,457.0,45.7
fig2,1,9,1e-08,2,cycles_per_t,2,2109119,9,10,True,1,9,469.0,46.9
fig2,1,9,1e-08,2,cycles_per_t,3,2109120,9,10,True,1,9,447.0,44.7
fig2,1,9,1e-08,2,cycles_per_t,4,2109121,9,10,True,1,9,386.0,38.6
fig2,1,9,1e-08,2,cycles_per_t,5,2109122,9,10,True,1,9,496.5,49.65
fig2,1,9,1e-08,2,cycles_per_t,6,2109123,9,10,True,1,9,444.5,44.45
fig2,1,9,1e-08,2,cycles_per_t,7,2109124,9,10,True,1,9,442.0,44.2
fig2,1,9,1e-08,2,cycles_per_t,8,2109125,9,10,True,1,9,479.5,47.95
fig2,1,9,1e-08,2,cycles_per_t,9,2109126,9,10,True,1,9,495.5,49.55
fig2,1,9,1e-08,2,cycles_per_t,0,2110130,10,10,True,1,10,461.5,46.15
fig2,1,9,1e-08,2,cycles_per_t,1,2110131,10,10,True,1,10,455.0,45.5
fig2,1,9,1e-08,2,cycles_per_t,2,2110132,10,10,True,1,10,412.5,41.25
fig2,1,9,1e-08,2,cycles_per_t,3,2110133,10,10,True,1,10,447.0,44.7
fig2,1,9,1e-08,2,cycles_per_t,4,2110134,10,10,True,1,10,449.5,44.95
fig2,1,9,1e-08,2,cycles_per_t,5,2110135,10,10,True,1,10,563.5,56.35
fig2,1,9,1e-08,2,cycles_per_t,6,2110136,10,10,True,1,10,429.0,42.9
fig2,1,9,1e-08,2,cycles_per_t,7,2110137,10,10,True,1,10,430.5,43.05
fig2,1,9,1e-08,2,cycles_per_t,8,2110138,10,10,True,1,10,371.0,37.1
fig2,1,9,1e-08,2,cycles_per_t,9,2110139,10,10,True,1,10,512.0,51.2
fig2,1,9,1e-08,2,cycles_per_t,0,2202013,1,10,True,2,2,167.5,33.5
fig2,1,9,1e-08,2,cycles_per_t,1,2202014,1,10,True,2,2,194.5,38.9
fig2,1,9,1e-08,2,cycles_per_t,2,2202015,1,10,True,2,2,153.5,30.7
fig2,1,9,1e-08,2,cycles_per_t,3,2202016,1,10,True,2,2,165.5,33.1
fig2,1,9,1e-08,2,cycles_per_t,4,2202017,1,10,True,2,2,169.0,33.8
fig2,1,9,1e-08,2,cycles_per_t,5,2202018,1,10,True,2,2,140.0,28.0
fig2,1,9,1e-08,2,cycles_per_t,6,2202019,1,10,True,2,2,184.0,36.8
fig2,1,9,1e-08,2,cycles_per_t,7,2202020,1,10,True,2,2,206.5,41.3
fig2,1,9,1e-08,2,cycles_per_t,8,2202021,1,10,True,2,2,129.0,25.8
fig2,1,9,1e-08,2,cycles_per_t,9,2202022,1,10,True,2,2,234.0,46.8
fig2,1,9,1e-08,2,cycles_per_t,0,2204026,2,10,True,2,4,171.0,34.2
fig2,1,9,1e-08,2,cycles_per_t,1,2204027,2,10,True,2,4,195.5,39.1
fig2,1,9,1e-08,2,cycles_per_t,2,2204028,2,10,True,2,4,224.5,44.9
fig2,1,9,1e-08,2,cycles_per_t,3,2204029,2,10,True,2,4,191.5,38.3
fig2,1,9,1e-08,2,cycles_per_t,4,2204030,2,10,True,2,4,180.0,36.0
fig2,1,9,1e-08,2,cycles_per_t,5,2204031,2,10,True,2,4,214.5,42.9
fig2,1,9,1e-08,2,cycles_per_t,6,2204032,2,10,True,2,4,226.0,45.2
fig2,1,9,1e-08,2,cycles_per_t,7,2204033,2,10,True,2,4,221.5,44.3
fig2,1,9,1e-08,2,cycles_per_t,8,2204034,2,10,True,2,4,211.0,42.2
fig2,1,9,1e-08,2,cycles_per_t,9,2204035,2,10,True,2,4,179.0,35.8
fig2,1,9,1e-08,2,cycles_per_t,0,2206039,3,10,True,2,6,201.0,40.2
fig2,1,9,1e-08,2,cycles_per_t,1,2206040,3,10,True,2,6,254.0,50.8
fig2,1,9,1e-08,2,cycles_per_t,2,2206041,3,10,True,2,6,273.0,54.6
fig2,1,9,1e-08,2,cycles_per_t,3,2206042,3,10,True,2,6,176.0,35.2
fig2,1,9,1e-08,2,cycles_per_t,4,2206043,3,10,True,2,6,221.0,44.2
fig2,1,9,1e-08,2,cycles_per_t,5,2206044,3,10,True,2,6,243.0,48.6
fig2,1,9,1e-08,2,cycles_per_t,6,2206045,3,10,True,2,6,221.0,44.2
fig2,1,9,1e-08,2,cycles_per_t,7,2206046,3,10,True,2,6,203.0,40.6
fig2,1,9,1e-08,2,cycles_per_t,8,2206047,3,10,True,2,6,243.5,48.7
fig2,1,9,1e-08,2,cycles_per_t,9,2206048,3,10,True,2,6,194.5,38.9
fig2,1,9,1e-08,2,cycles_per_t,0,2208052,4,10,True,2,8,210.0,42.0
fig2,1,9,1e-08,2,cycles_per_t,1,2208053,4,10,True,2,8,230.5,46.1
fig2,1,9,1e-08,2,cycles_per_t,2,2208054,4,10,True,2,8,244.5,48.9
fig2,1,9,1e-08,2,cycles_per_t,3,2208055,4,10,True,2,8,235.5,47.1
fig2,1,9,1e-08,2,cycles_per_t,4,2208056,4,10,True,2,8,213.5,42.7
fig2,1,9,1e-08,2,cycles_per_t,5,2208057,4,10,True,2,8,268.5,53.7
fig2,1,9,1e-08,2,cycles_per_t,6,2208058,4,10,True,2,8,176.5,35.3
fig2,1,9,1e-08,2,cycles_per_t,7,2208059,4,10,True,2,8,266.0,53.2
fig2,1,9,1e-08,2,cycles_per_t,8,2208060,4,10,True,2,8,245.0,49.0
fig2,1,9,1e-08,2,cycles_per_t,9,2208061,4,10,True,2,8,267.5,53.5
fig2,1,9,1e-08,2,cycles_per_t,0,2210065,5,10,True,2,10,220.5,44.1
fig2,1,9,1e-08,2,cycles_per_t,1,2210066,5,10,True,2,10,211.0,42.2
fig2,1,9,1e-08,2,cycles_per_t,2,2210067,5,10,True,2,10,228.0,45.6
fig2,1,9,1e-08,2,cycles_per_t,3,2210068,5,10,True,2,10,260.5,52.1
fig2,1,9,1e-08,2,cycles_per_t,4,2210069,5,10,True,2,10,258.0,51.6
fig2,1,9,1e-08,2,cycles_per_t,5,2210070,5,10,True,2,10,216.0,43.2
fig2,1,9,1e-08,2,cycles_per_t,6,2210071,5,10,True,2,10,233.5,46.7
fig2,1,9,1e-08,2,cycles_per_t,7,2210072,5,10,True,2,10,202.5,40.5
fig2,1,9,1e-08,2,cycles_per_t,8,2210073,5,10,True,2,10,265.0,53.0
fig2,1,9,1e-08,2,cycles_per_t,9,2210074,5,10,True,2,10,223.5,44.7
fig2,1,9,1e-08,2,cycles_per_t,0,2212078,6,10,True,2,12,249.0,49.8
fig2,1,9,1e-08,2,cycles_per_t,1,2212079,6,10,True,2,12,265.0,53.0
fig2,1,9,1e-08,2,cycles_per_t,2,2212080,6,10,True,2,12,248.5,49.7
fig2,1,9,1e-08,2,cycles_per_t,3,2212081,6,10,True,2,12,201.0,40.2
fig2,1,9,1e-08,2,cycles_per_t,4,2212082,6,10,True,2,12,302.0,60.4
fig2,1,9,1e-08,2,cycles_per_t,5,2212083,6,10,True,2,12,242.0,48.4
fig2,1,9,1e-08,2,cycles_per_t,6,2212084,6,10,True,2,12,232.5,46.5
fig2,1,9,1e-08,2,cycles_per_t,7,2212085,6,10,True,2,12,217.5,43.5
fig2,1,9,1e-08,2,cycles_per_t,8,2212086,6,10,True,2,12,266.5,53.3
fig2,1,9,1e-08,2,cycles_per_t,9,2212087,6,10,True,2,12,263.0,52.6
fig2,1,9,1e-08,2,cycles_per_t,0,2214091,7,10,True,2,14,196.5,39.3
fig2,1,9,1e-08,2,cycles_per_t,1,2214092,7,10,True,2,14,231.5,46.3
fig2,1,9,1e-08,2,cycles_per_t,2,2214093,7,10,True,2,14,224.5,44.9
fig2,1,9,1e-08,2,cycles_per_t,3,2214094,7,10,True,2,14,241.0,48.2
fig2,1,9,1e-08,2,cycles_per_t,4,2214095,7,10,True,2,14,277.0,55.4
fig2,1,9,1e-08,2,cycles_per_t,5,2214096,7,10,True,2,14,246.5,49.3
fig2,1,9,1e-08,2,cycles_per_t,6,2214097,7,10,True,2,14,293.5,58.7
fig2,1,9,1e-08,2,cycles_per_t,7,2214098,7,10,True,2,14,224.0,44.8
fig2,1,9,1e-08,2,cycles_per_t,8,2214099,7,10,True,2,14,251.5,50.3
fig2,1,9,1e-08,2,cycles_per_t,9,2214100,7,10,True,2,14,224.0,44.8
fig2,1,9,1e-08,2,cycles_per_t,0,2216104,8,10,True,2,16,251.5,50.3
fig2,1,9,1e-08,2,cycles_per_t,1,2216105,8,10,True,2,16,228.5,45.7
fig2,1,9,1e-08,2,cycles_per_t,2,2216106,8,10,True,2,16,284.5,56.9
fig2,1,9,1e-08,2,cycles_per_t,3,2216107,8,10,True,2,16,259.0,51.8
fig2,1,9,1e-08,2,cycles_per_t,4,2216108,8,10,True,2,16,241.0,48.2
fig2,1,9,1e-08,2,cycles_per_t,5,2216109,8,10,True,2,16,241.0,48.2
fig2,1,9,1e-08,2,cycles_per_t,6,2216110,8,10,True,2,16,253.5,50.7
fig2,1,9,1e-08,2,cycles_per_t,7,2216111,8,10,True,2,16,240.0,48.0
fig2,1,9,1e-08,2,cycles_per_t,8,2216112,8,10,True,2,16,232.5,46.5
fig2,1,9,1e-08,2,cycles_per_t,9,2216113,8,10,True,2,16,292.5,58.5
fig2,1,9,1e-08,2,cycles_per_t,0,2218117,9,10,True,2,18,231.5,46.3
fig2,1,9,1e-08,2,cycles_per_t,1,2218118,9,10,True,2,18,281.5,56.3
fig2,1,9,1e-08,2,cycles_per_t,2,2218119,9,10,True,2,18,208.5,41.7
fig2,1,9,1e-08,2,cycles_per_t,3,2218120,9,10,True,2,18,231.0,46.2
fig2,1,9,1e-08,2,cycles_per_t,4,2218121,9,10,True,2,18,280.0,56.0
fig2,1,9,1e-08,2,cycles_per_t,5,2218122,9,10,True,2,18,222.5,44.5
fig2,1,9,1e-08,2,cycles_per_t,6,2218123,9,10,True,2,18,244.0,48.8
fig2,1,9,1e-08,2,cycles_per_t,7,2218124,9,10,True,2,18,299.5,59.9
fig2,1,9,1e-08,2,cycles_per_t,8,2218125,9,10,True,2,18,253.5,50.7
fig2,1,9,1e-08,2,cycles_per_t,9,2218126,9,10,True,2,18,271.0,54.2
fig2,1,9,1e-08,2,cycles_per_t,0,2220130,10,10,True,2,20,229.5,45.9
fig2,1,9,1e-08,2,cycles_per_t,1,2220131,10,10,True,2,20,266.5,53.3
fig2,1,9,1e-08,2,cycles_per_t,2,2220132,10,10,True,2,20,238.0,47.6
fig2,1,9,1e-08,2,cycles_per_t,3,2220133,10,10,True,2,20,238.0,47.6
fig2,1,9,1e-08,2,cycles_per_t,4,2220134,10,10,True,2,20,249.0,49.8
fig2,1,9,1e-08,2,cycles_per_t,5,2220135,10,10,True,2,20,244.0,48.8
fig2,1,9,1e-08,2,cycles_per_t,6,2220136,10,10,True,2,20,239.0,47.8
fig2,1,9,1e-08,2,cycles_per_t,7,2220137,10,10,True,2,20,246.0,49.2
fig2,1,9,1e-08,2,cycles_per_t,8,2220138,10,10,True,2,20,300.0,60.0
fig2,1,9,1e-08,2,cycles_per_t,9,2220139,10,10,True,2,20,230.5,46.1
fig2,1,9,1e-08,2,cycles_per_t,0,2404013,1,10,True,4,4,173.5,69.4
fig2,1,9,1e-08,2,cycles_per_t,1,2404014,1,10,True,4,4,151.5,60.6
fig2,1,9,1e-08,2,cycles_per_t,2,2404015,1,10,True,4,4,85.0,34.0
fig2,1,9,1e-08,2,cycles_per_t,3,2404016,1,10,True,4,4,96.0,38.4
fig2,1,9,1e-08,2,cycles_per_t,4,2404017,1,10,True,4,4,95.0,38.0
fig2,1,9,1e-08,2,cycles_per_t,5,2404018,1,10,True,4,4,92.0,36.8
fig2,1,9,1e-08,2,cycles_per_t,6,2404019,1,10,True,4,4,136.0,54.4
fig2,1,9,1e-08,2,cycles_per_t,7,2404020,1,10,True,4,4,124.5,49.8
fig2,1,9,1e-08,2,cycles_per_t,8,2404021,1,10,True,4,4,117.5,47.0
fig2,1,9,1e-08,2,cycles_per_t,9,2404022,1,10,True,4,4,134.0,53.6
fig2,1,9,1e-08,2,cycles_per_t,0,2408026,2,10,True,4,8,104.0,41.6
fig2,1,9,1e-08,2,cycles_per_t,1,2408027,2,10,True,4,8,133.5,53.4
fig2,1,9,1e-08,2,cycles_per_t,2,2408028,2,10,True,4,8,145.5,58.2
fig2,1,9,1e-08,2,cycles_per_t,3,2408029,2,10,True,4,8,136.0,54.4
fig2,1,9,1e-08,2,cycles_per_t,4,2408030,2,10,True,4,8,145.0,58.0
fig2,1,9,1e-08,2,cycles_per_t,5,2408031,2,10,True,4,8,117.0,46.8
fig2,1,9,1e-08,2,cycles_per_t,6,2408032,2,10,True,4,8,132.0,52.8
fig2,1,9,1e-08,2,cycles_per_t,7,2408033,2,10,True,4,8,151.0,60.4
fig2,1,9,1e-08,2,cycles_per_t,8,2408034,2,10,True,4,8,136.0,54.4
fig2,1,9,1e-08,2,cycles_per_t,9,2408035,2,10,True,4,8,119.5,47.8
fig2,1,9,1e-08,2,cycles_per_t,0,2412039,3,10,True,4,12,156.5,62.6
fig2,1,9,1e-08,2,cycles_per_t,1,2412040,3,10,True,4,12,138.0,55.2
fig2,1,9,1e-08,2,cycles_per_t,2,2412041,3,10,True,4,12,130.5,52.2
