trial,code_distance,qubit_layout,n_trotter_steps,placement,n_aods,consider_skip_rus,trivial_return,decompose_move,parallel_execution,prepare_lookahead_angles,logical_se_interval,total_depth,fidelity,fidelity_of_rz_layer,fidelity_of_rz_injection,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_cnot,fidelity_1q,fidelity_idle,n_cnot,n_cnot_teleportation,n_h,n_s,n_se_q
4,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,False,10,320.0,0.9991236568534296,0.9995949552791006,0.99998787388935,0.9996070766251183,1,0.9996160731427869,0.9999872000793593,0.9999252027899687,128,131,32,0,374
0,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,True,10,460.0,0.998951928819976,0.9994581266652771,0.9999379824420297,0.9995201144619182,1,0.9996160731427869,0.9999872000793593,0.9998902060168174,128,160,32,0,549
1,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,True,10,469.0,0.9989475940785254,0.9994519907119054,0.9999588421074411,0.9994931277426703,1,0.9996160731427869,0.9999872000793593,0.9998920058209881,128,169,32,0,540
2,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,True,10,457.5,0.9989991479910768,0.9995035706554719,0.9999354501250599,0.9995680926508467,1,0.9996160731427869,0.9999872000793593,0.9998920058209881,128,144,32,0,540
3,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,True,10,508.0,0.998789040581922,0.9993085465331856,0.999884314925015,0.9994241649926546,1,0.9996160731427869,0.9999872000793593,0.9998768075764863,128,192,32,0,616
4,7,"(4, 4)",1,seperate_region_row,5,0,True,False,False,True,10,354.5,0.99908764724571,0.9995625271042041,0.9999824321693334,0.99958008755792,1,0.9996160731427869,0.9999872000793593,0.999921603065358,128,140,32,0,392
0,7,"(4, 4)",1,seperate_region_row,5,0,False,True,False,True,10,424.5,0.9987055864467225,0.9992024667573156,0.999661206650415,0.9995411046362032,1,0.9996160731427869,0.9999872000793593,0.9998994050499485,128,153,32,0,503
1,7,"(4, 4)",1,seperate_region_row,5,0,False,True,False,True,10,459.0,0.9989467949206898,0.9994519907119054,0.9999588421074411,0.9994931277426703,1,0.9996160731427869,0.9999872000793593,0.9998912059076234,128,169,32,0,544
2,7,"(4, 4)",1,seperate_region_row,5,0,False,True,False,True,10,411.0,0.9990296040721888,0.9995250463479147,0.9999419358329895,0.999583086307179,1,0.9996160731427869,0.9999872000793593,0.9999010048904364,128,139,32,0,495
3,7,"(4, 4)",1,seperate_region_row,5,0,False,True,False,True,10,464.5,0.9988072735907992,0.9993119990971925,0.9998247784385499,0.9994871307928993,1,0.9996160731427869,0.9999872000793593,0.9998916058642258,128,171,32,0,542
4,7,"(4, 4)",1,seperate_region_row,5,0,False,True,False,True,10,343.5,0.9991004241757656,0.9995725113000774,0.9999864206139326,0.9995860850654341,1,0.9996160731427869,0.9999872000793593,0.9999244028500464,128,138,32,0,378
