method,n_qubit,qubit_layout,placement,n_aods,skip_rus,trivial_return,decompose_move,parallel_execution,mean_fidelity,std_fidelity,n_samples,infidelity,fidelity_of_rz_injection,fidelity_of_rz_injection_label,fidelity_of_rz_teleportaion,fidelity_of_rz_teleportaion_label,fidelity_of_rz_s,fidelity_of_rz_s_label,fidelity_of_rz_layer,fidelity_of_rz_layer_label,fidelity_cnot,fidelity_cnot_label,fidelity_1q,fidelity_1q_label,code_distance,fidelity_target,factory_physical_size,fidelity_of_rz_h,fidelity_of_rz_h_label,fidelity_of_t_gate,fidelity_of_t_gate_label,fidelity_h,fidelity_h_label,fidelity_approximation,fidelity_approximation_label,fidelity_total_gate_only,fidelity_total_gate_only_label
star,16,"(4, 4)",col_based,5,2,False,False,False,0.999414916439951,0.0004848076649010307,10,0.0005850835600490489,0.9998964800477432,RZ Injection,0.9997345210036961,Teleportation-CNOT,1.0,Rz Correction,0.9996310403203704,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,2,2,False,False,False,0.9994196895002532,0.000471988453545614,10,0.0005803104997468278,0.9998994926896853,RZ Injection,0.9997362878696968,Teleportation-CNOT,1.0,Rz Correction,0.9996358151960342,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,2,2,False,True,False,0.9994196895002532,0.000471988453545614,10,0.0005803104997468278,0.9998994926896853,RZ Injection,0.9997362878696968,Teleportation-CNOT,1.0,Rz Correction,0.9996358151960342,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,2,2,False,False,False,0.9994215125808237,0.0004736262856138608,10,0.0005784874191763212,0.9998988839473906,RZ Injection,0.9997387187426019,Teleportation-CNOT,1.0,Rz Correction,0.9996376390791152,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,2,2,False,True,False,0.9994215125808237,0.0004736262856138608,10,0.0005784874191763212,0.9998988839473906,RZ Injection,0.9997387187426019,Teleportation-CNOT,1.0,Rz Correction,0.9996376390791152,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,3,2,False,False,False,0.999424342574296,0.00046790585410101855,10,0.0005756574257039793,0.999903249982711,RZ Injection,0.9997371874216079,Teleportation-CNOT,1.0,Rz Correction,0.9996404701167858,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,3,2,False,True,False,0.999424342574296,0.00046790585410101855,10,0.0005756574257039793,0.999903249982711,RZ Injection,0.9997371874216079,Teleportation-CNOT,1.0,Rz Correction,0.9996404701167858,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,4,2,False,False,False,0.999424342574296,0.00046790585410101855,10,0.0005756574257039793,0.999903249982711,RZ Injection,0.9997371874216079,Teleportation-CNOT,1.0,Rz Correction,0.9996404701167858,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,4,2,False,True,False,0.999424342574296,0.00046790585410101855,10,0.0005756574257039793,0.999903249982711,RZ Injection,0.9997371874216079,Teleportation-CNOT,1.0,Rz Correction,0.9996404701167858,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,5,2,False,False,False,0.999424342574296,0.00046790585410101855,10,0.0005756574257039793,0.999903249982711,RZ Injection,0.9997371874216079,Teleportation-CNOT,1.0,Rz Correction,0.9996404701167858,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,2,1,False,False,False,0.9994291769984232,0.00040650387354699945,10,0.0005708230015768478,0.99990565764181,RZ Injection,0.999739642786535,Teleportation-CNOT,1.0,Rz Correction,0.9996453180543176,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,3,1,False,False,False,0.9994291769984232,0.00040650387354699945,10,0.0005708230015768478,0.99990565764181,RZ Injection,0.999739642786535,Teleportation-CNOT,1.0,Rz Correction,0.9996453180543176,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,4,1,False,False,False,0.9994291769984232,0.00040650387354699945,10,0.0005708230015768478,0.99990565764181,RZ Injection,0.999739642786535,Teleportation-CNOT,1.0,Rz Correction,0.9996453180543176,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,5,1,False,False,False,0.9994291769984232,0.00040650387354699945,10,0.0005708230015768478,0.99990565764181,RZ Injection,0.999739642786535,Teleportation-CNOT,1.0,Rz Correction,0.9996453180543176,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,2,1,False,False,False,0.9994304437429762,0.0003929385857624228,10,0.0005695562570238177,0.999905398157714,RZ Injection,0.9997411692646985,Teleportation-CNOT,1.0,Rz Correction,0.9996465851880325,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,3,1,False,False,False,0.9994304437429762,0.0003929385857624228,10,0.0005695562570238177,0.999905398157714,RZ Injection,0.9997411692646985,Teleportation-CNOT,1.0,Rz Correction,0.9996465851880325,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,4,1,False,False,False,0.9994304437429762,0.0003929385857624228,10,0.0005695562570238177,0.999905398157714,RZ Injection,0.9997411692646985,Teleportation-CNOT,1.0,Rz Correction,0.9996465851880325,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,5,1,False,False,False,0.9994304437429762,0.0003929385857624228,10,0.0005695562570238177,0.999905398157714,RZ Injection,0.9997411692646985,Teleportation-CNOT,1.0,Rz Correction,0.9996465851880325,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,1,0,False,False,True,0.9994382723639784,0.00044983571796970885,10,0.0005617276360215806,0.9999141391527742,RZ Injection,0.9997402401064589,Teleportation-CNOT,1.0,Rz Correction,0.9996544059784483,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,2,0,False,False,True,0.9994382723639784,0.00044983571796970885,10,0.0005617276360215806,0.9999141391527742,RZ Injection,0.9997402401064589,Teleportation-CNOT,1.0,Rz Correction,0.9996544059784483,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,3,0,False,False,True,0.9994382723639784,0.00044983571796970885,10,0.0005617276360215806,0.9999141391527742,RZ Injection,0.9997402401064589,Teleportation-CNOT,1.0,Rz Correction,0.9996544059784483,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,4,0,False,False,True,0.9994382723639784,0.00044983571796970885,10,0.0005617276360215806,0.9999141391527742,RZ Injection,0.9997402401064589,Teleportation-CNOT,1.0,Rz Correction,0.9996544059784483,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,5,0,False,False,True,0.9994382723639784,0.00044983571796970885,10,0.0005617276360215806,0.9999141391527742,RZ Injection,0.9997402401064589,Teleportation-CNOT,1.0,Rz Correction,0.9996544059784483,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,3,2,False,False,True,0.9994419294701788,0.00046065859508672964,10,0.000558070529821153,0.9999166239631894,RZ Injection,0.9997414102046231,Teleportation-CNOT,1.0,Rz Correction,0.9996580621901321,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,4,2,False,False,True,0.9994419294701788,0.00046065859508672964,10,0.000558070529821153,0.9999166239631894,RZ Injection,0.9997414102046231,Teleportation-CNOT,1.0,Rz Correction,0.9996580621901321,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,2,2,False,False,True,0.9994439186683117,0.000462739307162474,10,0.000556081331688274,0.9999190461228853,RZ Injection,0.9997409773910327,Teleportation-CNOT,1.0,Rz Correction,0.999660051459441,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,1,1,False,False,False,0.9994482704390097,0.0004792664909286769,10,0.000551729560990255,0.9999199661247928,RZ Injection,0.999744404308496,Teleportation-CNOT,1.0,Rz Correction,0.9996644018501708,RZ Layer,0.9997907236343592,CNOT,0.9999930229321882,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,1,2,False,True,False,0.9995017761353178,0.0003819893714627284,15,0.0004982238646822346,0.999818108930226,RZ Injection,0.9998278241996242,Teleportation-CNOT,1.0,Rz Correction,0.9996459521693348,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,1,2,False,True,False,0.9995072643694546,0.000411207540195801,15,0.0004927356305454156,0.9998249888104777,RZ Injection,0.9998264301053478,Teleportation-CNOT,0.999999991223152,Rz Correction,0.9996514353920316,RZ Layer,0.9998603972905273,CNOT,0.999995345783712,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,5,2,False,True,False,0.9995099671721133,0.0004039953806955881,15,0.0004900328278867327,0.9998294369570683,RZ Injection,0.9998246813413751,Teleportation-CNOT,1.0,Rz Correction,0.9996541401425441,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,1,2,False,False,True,0.9995168193632187,0.000543454889043905,15,0.00048318063678132184,0.9998471237681684,RZ Injection,0.9998138967446452,Teleportation-CNOT,0.9999999026666667,Rz Correction,0.9996609716088578,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,5,2,False,True,False,0.9995400953542112,0.000409798192226039,15,0.0004599046457888223,0.9998529729192527,RZ Injection,0.9998312838343619,Teleportation-CNOT,0.999999991223152,Rz Correction,0.9996842703457555,RZ Layer,0.9998603972905273,CNOT,0.999995345783712,H,,,,,,,,,,,,,
star,16,"(4, 4)",checkerboard,5,2,False,False,True,0.9995691019636159,0.00046281853962226255,15,0.0004308980363840753,0.9998854709471967,RZ Injection,0.9998278702639368,Teleportation-CNOT,0.9999999026666667,Rz Correction,0.9997132715792818,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,1,2,False,True,False,0.9995764931272703,0.0004888609486984798,15,0.00042350687272973975,0.9998919469816292,RZ Injection,0.9998287746589569,Teleportation-CNOT,0.9999999026666667,Rz Correction,0.9997206581281262,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,5,2,False,True,False,0.999586633959835,0.00046386993652693966,15,0.00041336604016495304,0.9999078666135237,RZ Injection,0.9998229117105931,Teleportation-CNOT,1.0,Rz Correction,0.9997308045107773,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,1,2,False,False,True,0.9995897890724873,0.0003817849932637944,15,0.0004102109275126997,0.9999008641350672,RZ Injection,0.9998331015535509,Teleportation-CNOT,1.0,Rz Correction,0.9997339752673661,RZ Layer,0.9998603972905273,CNOT,0.999995345783712,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,1,2,False,False,True,0.9995903445725328,0.00044988353703198295,15,0.00040965542746718153,0.9999115164384259,RZ Injection,0.9998229791446106,Teleportation-CNOT,1.0,Rz Correction,0.9997345172966376,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",col_based,5,2,False,False,True,0.9996016752936455,0.00043807032372145886,15,0.00039832470635448036,0.9999183314619732,RZ Injection,0.9998275015847862,Teleportation-CNOT,1.0,Rz Correction,0.9997458517368271,RZ Layer,0.9998603972905273,CNOT,0.9999953457837122,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,5,2,False,False,True,0.9996197541651622,0.0003869545908341641,15,0.00038024583483775576,0.9999310999801347,RZ Injection,0.9998328327773154,Teleportation-CNOT,1.0,Rz Correction,0.99976394130986,RZ Layer,0.9998603972905273,CNOT,0.999995345783712,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,2,2,False,True,False,0.9997305864611337,0.00010937963051686914,5,0.00026941353886633657,0.9998106860861604,RZ Injection,0.9999556899182919,Teleportation-CNOT,0.9999999736694558,Rz Correction,0.9997663581505023,RZ Layer,0.9999653741259313,CNOT,0.9999988457850172,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,3,2,False,True,False,0.9997446236756039,0.00011924499743243088,5,0.0002553763243960949,0.9998243457156182,RZ Injection,0.9999560686293127,Teleportation-CNOT,0.9999999736694558,Rz Correction,0.9997803958672428,RZ Layer,0.9999653741259313,CNOT,0.9999988457850172,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,4,2,False,True,False,0.9997446236756039,0.00011924499743243088,5,0.0002553763243960949,0.9998243457156182,RZ Injection,0.9999560686293127,Teleportation-CNOT,0.9999999736694558,Rz Correction,0.9997803958672428,RZ Layer,0.9999653741259313,CNOT,0.9999988457850172,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,2,2,False,False,True,0.9998381369016467,8.300161894565525e-05,5,0.0001618630983533098,0.9999180021351692,RZ Injection,0.9999559063382737,Teleportation-CNOT,1.0,Rz Correction,0.9998739124393132,RZ Layer,0.9999653741259313,CNOT,0.9999988457850172,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,3,2,False,False,True,0.9998381369016467,8.300161894565525e-05,5,0.0001618630983533098,0.9999180021351692,RZ Injection,0.9999559063382737,Teleportation-CNOT,1.0,Rz Correction,0.9998739124393132,RZ Layer,0.9999653741259313,CNOT,0.9999988457850172,H,,,,,,,,,,,,,
star,16,"(4, 4)",seperate_region_row,4,2,False,False,True,0.9998381369016467,8.300161894565525e-05,5,0.0001618630983533098,0.9999180021351692,RZ Injection,0.9999559063382737,Teleportation-CNOT,1.0,Rz Correction,0.9998739124393132,RZ Layer,0.9999653741259313,CNOT,0.9999988457850172,H,,,,,,,,,,,,,
t_cultivation,16,"(4, 4)",col_based,1,N/A,N/A,N/A,N/A,0.9873720423916211,4.662733481861552e-05,5,0.01262795760837887,,,0.990493461251264,Teleportation-CNOT,0.9974232126392755,Rz decomposition-S,,,0.9996160731427868,CNOT,,,7.0,1e-08,2.0,0.999853210745233,Rz decomposition-H,0.9999681605065687,T,0.999987200079359,H,0.999999200000312,Rz approx. error,0.987372832289579,Gate-only total
t_cultivation,16,"(4, 4)",col_based,2,N/A,N/A,N/A,N/A,0.9873720423916211,4.662733481861552e-05,5,0.01262795760837887,,,0.990493461251264,Teleportation-CNOT,0.9974232126392755,Rz decomposition-S,,,0.9996160731427868,CNOT,,,7.0,1e-08,2.0,0.999853210745233,Rz decomposition-H,0.9999681605065687,T,0.999987200079359,H,0.999999200000312,Rz approx. error,0.987372832289579,Gate-only total
