method,n_qubit,qubit_layout,placement,n_aods,skip_rus,trivial_return,decompose_move,parallel_execution,mean_fidelity,std_fidelity,n_samples,infidelity,code_distance,fidelity_target,factory_physical_size
star,64,"(8, 8)",checkerboard,4,2,False,False,True,0.9975443019399493,0.0016618734309268841,10,0.0024556980600507483,,,
star,64,"(8, 8)",col_based,2,2,False,False,False,0.997546022090266,0.0018393286621496828,10,0.0024539779097340064,,,
star,64,"(8, 8)",col_based,2,2,False,True,False,0.997546022090266,0.0018393286621496828,10,0.0024539779097340064,,,
star,64,"(8, 8)",col_based,2,1,False,False,False,0.9975609218308117,0.0015401969304431149,10,0.0024390781691883134,,,
star,64,"(8, 8)",col_based,2,2,False,False,True,0.9975633664444716,0.0018233166583963083,10,0.002436633555528367,,,
star,64,"(8, 8)",col_based,5,2,False,False,True,0.9975637825399355,0.0017877810429290863,10,0.002436217460064505,,,
star,64,"(8, 8)",checkerboard,2,2,False,False,True,0.997568407545183,0.0016125617910986666,10,0.0024315924548170553,,,
star,64,"(8, 8)",checkerboard,1,0,True,False,False,0.9975758496220681,0.0019908150815394154,10,0.0024241503779318663,,,
star,64,"(8, 8)",checkerboard,2,0,True,False,False,0.9975758496220681,0.0019908150815394154,10,0.0024241503779318663,,,
star,64,"(8, 8)",checkerboard,3,0,True,False,False,0.9975758496220681,0.0019908150815394154,10,0.0024241503779318663,,,
star,64,"(8, 8)",checkerboard,4,0,True,False,False,0.9975758496220681,0.0019908150815394154,10,0.0024241503779318663,,,
star,64,"(8, 8)",checkerboard,5,0,True,False,False,0.9975758496220681,0.0019908150815394154,10,0.0024241503779318663,,,
star,64,"(8, 8)",col_based,3,2,False,False,True,0.9975918286362084,0.0017532485660308084,10,0.002408171363791567,,,
star,64,"(8, 8)",checkerboard,1,0,False,False,True,0.9975933717443024,0.001617902492904729,10,0.002406628255697596,,,
star,64,"(8, 8)",checkerboard,2,0,False,False,True,0.9975933717443024,0.001617902492904729,10,0.002406628255697596,,,
star,64,"(8, 8)",checkerboard,3,0,False,False,True,0.9975933717443024,0.001617902492904729,10,0.002406628255697596,,,
star,64,"(8, 8)",checkerboard,4,0,False,False,True,0.9975933717443024,0.001617902492904729,10,0.002406628255697596,,,
star,64,"(8, 8)",checkerboard,5,0,False,False,True,0.9975933717443024,0.001617902492904729,10,0.002406628255697596,,,
star,64,"(8, 8)",col_based,4,2,False,False,True,0.9975939303978263,0.0017553246716743788,10,0.0024060696021737105,,,
star,64,"(8, 8)",checkerboard,3,1,False,False,False,0.9975987770219179,0.0016614526279776715,10,0.002401222978082096,,,
star,64,"(8, 8)",checkerboard,4,1,False,False,False,0.997623993513081,0.0017177811231133802,10,0.0023760064869190467,,,
star,64,"(8, 8)",checkerboard,5,1,False,False,False,0.997623993513081,0.0017177811231133802,10,0.0023760064869190467,,,
star,64,"(8, 8)",col_based,1,0,True,False,False,0.9976308876821989,0.001844742097416431,10,0.0023691123178011253,,,
star,64,"(8, 8)",col_based,2,0,True,False,False,0.9976308876821989,0.001844742097416431,10,0.0023691123178011253,,,
star,64,"(8, 8)",col_based,3,0,True,False,False,0.9976308876821989,0.001844742097416431,10,0.0023691123178011253,,,
star,64,"(8, 8)",col_based,4,0,True,False,False,0.9976308876821989,0.001844742097416431,10,0.0023691123178011253,,,
star,64,"(8, 8)",col_based,5,0,True,False,False,0.9976308876821989,0.001844742097416431,10,0.0023691123178011253,,,
star,64,"(8, 8)",checkerboard,1,2,False,False,False,0.9976543701322775,0.0016241119055518108,10,0.002345629867722465,,,
star,64,"(8, 8)",checkerboard,1,2,False,True,False,0.9976543701322775,0.0016241119055518108,10,0.002345629867722465,,,
star,64,"(8, 8)",checkerboard,2,2,False,False,False,0.9977638072065828,0.0016125175454068446,10,0.0022361927934172465,,,
star,64,"(8, 8)",checkerboard,2,2,False,True,False,0.9977638072065828,0.0016125175454068446,10,0.0022361927934172465,,,
t_cultivation,64,"(8, 8)",col_based,2,N/A,N/A,N/A,N/A,0.9517855393148082,8.45905889509666e-05,5,0.04821446068519175,7.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,3,N/A,N/A,N/A,N/A,0.9517855393148082,8.45905889509666e-05,5,0.04821446068519175,7.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,4,N/A,N/A,N/A,N/A,0.9517855393148082,8.45905889509666e-05,5,0.04821446068519175,7.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,5,N/A,N/A,N/A,N/A,0.9517855393148082,8.45905889509666e-05,5,0.04821446068519175,7.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,2,N/A,N/A,N/A,N/A,0.9868781119422234,,1,0.013121888057776587,9.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,3,N/A,N/A,N/A,N/A,0.9868781119422234,,1,0.013121888057776587,9.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,4,N/A,N/A,N/A,N/A,0.9868781119422234,,1,0.013121888057776587,9.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,5,N/A,N/A,N/A,N/A,0.9868781119422234,,1,0.013121888057776587,9.0,1e-08,2.0
t_cultivation,64,"(8, 8)",col_based,2,N/A,N/A,N/A,N/A,0.9998398621293445,6.210103503197289e-08,5,0.00016013787065549678,13.0,1e-08,4.0
t_cultivation,64,"(8, 8)",col_based,3,N/A,N/A,N/A,N/A,0.9998398621293445,6.210103503197289e-08,5,0.00016013787065549678,13.0,1e-08,4.0
t_cultivation,64,"(8, 8)",col_based,4,N/A,N/A,N/A,N/A,0.9998398621293445,6.210103503197289e-08,5,0.00016013787065549678,13.0,1e-08,4.0
t_cultivation,64,"(8, 8)",col_based,5,N/A,N/A,N/A,N/A,0.9998398621293445,6.210103503197289e-08,5,0.00016013787065549678,13.0,1e-08,4.0
t_cultivation,64,"(8, 8)",col_based,2,N/A,N/A,N/A,N/A,0.999965895310696,4.0506293592923887e-08,5,3.410468930398203e-05,13.0,1e-10,4.0
t_cultivation,64,"(8, 8)",col_based,3,N/A,N/A,N/A,N/A,0.999965895310696,4.0506293592923887e-08,5,3.410468930398203e-05,13.0,1e-10,4.0
t_cultivation,64,"(8, 8)",col_based,4,N/A,N/A,N/A,N/A,0.999965895310696,4.0506293592923887e-08,5,3.410468930398203e-05,13.0,1e-10,4.0
t_cultivation,64,"(8, 8)",col_based,5,N/A,N/A,N/A,N/A,0.999965895310696,4.0506293592923887e-08,5,3.410468930398203e-05,13.0,1e-10,4.0
raw,100,"(10, 10)",N/A,N/A,N/A,N/A,N/A,N/A,0.4268723023972212,,1,0.5731276976027788,,,
star,100,"(10, 10)",checkerboard,1,0,False,False,True,0.9957985194283469,0.002845439959268078,10,0.004201480571653149,,,
star,100,"(10, 10)",checkerboard,2,0,False,False,True,0.9957985194283469,0.002845439959268078,10,0.004201480571653149,,,
star,100,"(10, 10)",checkerboard,3,0,False,False,True,0.9957985194283469,0.002845439959268078,10,0.004201480571653149,,,
star,100,"(10, 10)",checkerboard,4,0,False,False,True,0.9957985194283469,0.002845439959268078,10,0.004201480571653149,,,
star,100,"(10, 10)",checkerboard,5,0,False,False,True,0.9957985194283469,0.002845439959268078,10,0.004201480571653149,,,
star,100,"(10, 10)",col_based,1,0,False,False,False,0.9960543915843527,0.002899232322681032,10,0.003945608415647284,,,
star,100,"(10, 10)",col_based,2,0,False,False,False,0.9960543915843527,0.002899232322681032,10,0.003945608415647284,,,
star,100,"(10, 10)",col_based,3,0,False,False,False,0.9960543915843527,0.002899232322681032,10,0.003945608415647284,,,
star,100,"(10, 10)",col_based,4,0,False,False,False,0.9960543915843527,0.002899232322681032,10,0.003945608415647284,,,
star,100,"(10, 10)",col_based,5,0,False,False,False,0.9960543915843527,0.002899232322681032,10,0.003945608415647284,,,
star,100,"(10, 10)",checkerboard,5,2,False,False,True,0.9961066453139459,0.0029708722358606303,10,0.003893354686054118,,,
star,100,"(10, 10)",col_based,3,2,False,False,False,0.9961202921631672,0.0025379768929938823,10,0.0038797078368327798,,,
star,100,"(10, 10)",col_based,3,2,False,True,False,0.9961202921631672,0.0025379768929938823,10,0.0038797078368327798,,,
star,100,"(10, 10)",col_based,4,2,False,False,False,0.9961202921631672,0.0025379768929938823,10,0.0038797078368327798,,,
star,100,"(10, 10)",col_based,4,2,False,True,False,0.9961202921631672,0.0025379768929938823,10,0.0038797078368327798,,,
star,100,"(10, 10)",col_based,5,2,False,False,False,0.9961202921631672,0.0025379768929938823,10,0.0038797078368327798,,,
star,100,"(10, 10)",col_based,5,2,False,True,False,0.9961202921631672,0.0025379768929938823,10,0.0038797078368327798,,,
star,100,"(10, 10)",col_based,2,2,False,False,False,0.9961223630355626,0.0025147063032349474,10,0.0038776369644374364,,,
star,100,"(10, 10)",col_based,2,2,False,True,False,0.9961223630355626,0.0025147063032349474,10,0.0038776369644374364,,,
star,100,"(10, 10)",col_based,1,0,False,False,True,0.9961264335744497,0.0027032405520547842,10,0.0038735664255502567,,,
star,100,"(10, 10)",col_based,2,0,False,False,True,0.9961264335744497,0.0027032405520547842,10,0.0038735664255502567,,,
star,100,"(10, 10)",col_based,3,0,False,False,True,0.9961264335744497,0.0027032405520547842,10,0.0038735664255502567,,,
star,100,"(10, 10)",col_based,4,0,False,False,True,0.9961264335744497,0.0027032405520547842,10,0.0038735664255502567,,,
star,100,"(10, 10)",col_based,5,0,False,False,True,0.9961264335744497,0.0027032405520547842,10,0.0038735664255502567,,,
star,100,"(10, 10)",checkerboard,2,2,False,False,True,0.9961368874968569,0.0027855916771393277,10,0.0038631125031430846,,,
star,100,"(10, 10)",checkerboard,1,2,False,False,True,0.9961373257536383,0.0026339985932114438,10,0.0038626742463616637,,,
star,100,"(10, 10)",checkerboard,4,2,False,False,True,0.996154317982737,0.002960175724355398,10,0.0038456820172629858,,,
star,100,"(10, 10)",col_based,4,2,False,False,True,0.9961559491038958,0.0026135588191899674,10,0.0038440508961041786,,,
star,100,"(10, 10)",col_based,5,2,False,False,True,0.9961559491038958,0.0026135588191899674,10,0.0038440508961041786,,,
star,100,"(10, 10)",col_based,2,2,False,False,True,0.9961693048717001,0.002430092282049776,10,0.0038306951282999213,,,
star,100,"(10, 10)",checkerboard,3,2,False,False,True,0.9961706196471056,0.0028239190209333764,10,0.0038293803528943737,,,
star,100,"(10, 10)",col_based,1,2,False,False,False,0.9961836377808793,0.0025284453041440114,10,0.003816362219120739,,,
star,100,"(10, 10)",col_based,1,2,False,True,False,0.9961836377808793,0.0025284453041440114,10,0.003816362219120739,,,
star,100,"(10, 10)",checkerboard,3,1,False,False,False,0.9961970995277889,0.0024740474390155796,10,0.0038029004722111015,,,
star,100,"(10, 10)",col_based,3,2,False,False,True,0.996201501430025,0.0025523240034494295,10,0.0037984985699750506,,,
star,100,"(10, 10)",checkerboard,2,1,False,False,False,0.9962046110138727,0.0025929878095032333,10,0.0037953889861273016,,,
star,100,"(10, 10)",checkerboard,5,2,False,False,False,0.996228118381232,0.002562723015592804,10,0.0037718816187679582,,,
star,100,"(10, 10)",checkerboard,5,2,False,True,False,0.996228118381232,0.002562723015592804,10,0.0037718816187679582,,,
star,100,"(10, 10)",checkerboard,4,1,False,False,False,0.9962291720436103,0.0025335301453857082,10,0.003770827956389722,,,
star,100,"(10, 10)",col_based,1,0,True,False,False,0.9962395952777205,0.0028290286931153138,10,0.0037604047222794534,,,
star,100,"(10, 10)",col_based,2,0,True,False,False,0.9962395952777205,0.0028290286931153138,10,0.0037604047222794534,,,
star,100,"(10, 10)",col_based,3,0,True,False,False,0.9962395952777205,0.0028290286931153138,10,0.0037604047222794534,,,
star,100,"(10, 10)",col_based,4,0,True,False,False,0.9962395952777205,0.0028290286931153138,10,0.0037604047222794534,,,
star,100,"(10, 10)",col_based,5,0,True,False,False,0.9962395952777205,0.0028290286931153138,10,0.0037604047222794534,,,
star,100,"(10, 10)",col_based,2,1,False,False,False,0.9962430581184272,0.002715140234558629,10,0.0037569418815728284,,,
star,100,"(10, 10)",checkerboard,4,2,False,False,False,0.9962447544947773,0.0024820717167446282,10,0.0037552455052226597,,,
star,100,"(10, 10)",checkerboard,4,2,False,True,False,0.9962447544947773,0.0024820717167446282,10,0.0037552455052226597,,,
star,100,"(10, 10)",col_based,1,2,False,False,True,0.9962448378018551,0.002357995137350118,10,0.003755162198144868,,,
star,100,"(10, 10)",checkerboard,5,1,False,False,False,0.9962454677523462,0.0025556424659114937,10,0.0037545322476537635,,,
star,100,"(10, 10)",checkerboard,1,0,False,False,False,0.9962648741211936,0.0027359748452618904,10,0.0037351258788064223,,,
star,100,"(10, 10)",checkerboard,2,0,False,False,False,0.9962648741211936,0.0027359748452618904,10,0.0037351258788064223,,,
star,100,"(10, 10)",checkerboard,3,0,False,False,False,0.9962648741211936,0.0027359748452618904,10,0.0037351258788064223,,,
star,100,"(10, 10)",checkerboard,4,0,False,False,False,0.9962648741211936,0.0027359748452618904,10,0.0037351258788064223,,,
star,100,"(10, 10)",checkerboard,5,0,False,False,False,0.9962648741211936,0.0027359748452618904,10,0.0037351258788064223,,,
star,100,"(10, 10)",checkerboard,1,0,True,False,False,0.9962679226220347,0.0028346402277714417,10,0.003732077377965326,,,
star,100,"(10, 10)",checkerboard,2,0,True,False,False,0.9962679226220347,0.0028346402277714417,10,0.003732077377965326,,,
star,100,"(10, 10)",checkerboard,3,0,True,False,False,0.9962679226220347,0.0028346402277714417,10,0.003732077377965326,,,
star,100,"(10, 10)",checkerboard,4,0,True,False,False,0.9962679226220347,0.0028346402277714417,10,0.003732077377965326,,,
star,100,"(10, 10)",checkerboard,5,0,True,False,False,0.9962679226220347,0.0028346402277714417,10,0.003732077377965326,,,
star,100,"(10, 10)",checkerboard,2,2,False,False,False,0.996290919240081,0.0025823323067203164,10,0.003709080759919048,,,
star,100,"(10, 10)",checkerboard,2,2,False,True,False,0.996290919240081,0.0025823323067203164,10,0.003709080759919048,,,
star,100,"(10, 10)",checkerboard,1,2,False,False,False,0.9962934234042835,0.002625940870151047,10,0.003706576595716493,,,
star,100,"(10, 10)",checkerboard,1,2,False,True,False,0.9962934234042835,0.002625940870151047,10,0.003706576595716493,,,
star,100,"(10, 10)",col_based,1,1,False,False,False,0.996296739222555,0.0026857941763594683,10,0.0037032607774449833,,,
star,100,"(10, 10)",checkerboard,3,2,False,False,False,0.9963052940244876,0.0025264607499070435,10,0.003694705975512358,,,
star,100,"(10, 10)",checkerboard,3,2,False,True,False,0.9963052940244876,0.0025264607499070435,10,0.003694705975512358,,,
star,100,"(10, 10)",col_based,3,1,False,False,False,0.996342431467388,0.0026898013727875113,10,0.00365756853261201,,,
star,100,"(10, 10)",checkerboard,1,1,False,False,False,0.9964047131433389,0.0026082956626049493,10,0.0035952868566611063,,,
star,100,"(10, 10)",col_based,4,1,False,False,False,0.9964293240805168,0.0025273542374430473,10,0.003570675919483235,,,
star,100,"(10, 10)",col_based,5,1,False,False,False,0.9964293240805168,0.0025273542374430473,10,0.003570675919483235,,,
t_cultivation,100,"(10, 10)",col_based,2,N/A,N/A,N/A,N/A,0.925636174788482,7.609530169681072e-05,5,0.07436382521151796,7.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,3,N/A,N/A,N/A,N/A,0.925636174788482,7.609530169681072e-05,5,0.07436382521151796,7.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,4,N/A,N/A,N/A,N/A,0.925636174788482,7.609530169681072e-05,5,0.07436382521151796,7.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,5,N/A,N/A,N/A,N/A,0.925636174788482,7.609530169681072e-05,5,0.07436382521151796,7.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,2,N/A,N/A,N/A,N/A,0.9795119005633229,,1,0.020488099436677065,9.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,3,N/A,N/A,N/A,N/A,0.9795119005633229,,1,0.020488099436677065,9.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,4,N/A,N/A,N/A,N/A,0.9795119005633229,,1,0.020488099436677065,9.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,5,N/A,N/A,N/A,N/A,0.9795119005633229,,1,0.020488099436677065,9.0,1e-08,2.0
t_cultivation,100,"(10, 10)",col_based,2,N/A,N/A,N/A,N/A,0.9997498383434605,6.02348927039434e-08,5,0.00025016165653946043,13.0,1e-08,4.0
t_cultivation,100,"(10, 10)",col_based,3,N/A,N/A,N/A,N/A,0.9997498383434605,6.02348927039434e-08,5,0.00025016165653946043,13.0,1e-08,4.0
t_cultivation,100,"(10, 10)",col_based,4,N/A,N/A,N/A,N/A,0.9997498383434605,6.02348927039434e-08,5,0.00025016165653946043,13.0,1e-08,4.0
t_cultivation,100,"(10, 10)",col_based,5,N/A,N/A,N/A,N/A,0.9997498383434605,6.02348927039434e-08,5,0.00025016165653946043,13.0,1e-08,4.0
t_cultivation,100,"(10, 10)",col_based,2,N/A,N/A,N/A,N/A,0.9999468734218249,7.104500609491618e-08,5,5.312657817513333e-05,13.0,1e-10,4.0
t_cultivation,100,"(10, 10)",col_based,3,N/A,N/A,N/A,N/A,0.9999468734218249,7.104500609491618e-08,5,5.312657817513333e-05,13.0,1e-10,4.0
t_cultivation,100,"(10, 10)",col_based,4,N/A,N/A,N/A,N/A,0.9999468734218249,7.104500609491618e-08,5,5.312657817513333e-05,13.0,1e-10,4.0
t_cultivation,100,"(10, 10)",col_based,5,N/A,N/A,N/A,N/A,0.9999468734218249,7.104500609491618e-08,5,5.312657817513333e-05,13.0,1e-10,4.0
