n_qubits,qubit_cols,qubit_rows,round,code_distance,placement,n_aods,total_time,movement_time,return_movement_time,TMR_round,RUS_round,max_rus_per_qubit,avg_rus_per_qubit,initial_angle,largest_angle,tmr_total,rus_total,trial,fidelity_target,factory_physical_size
64,8,8,6,7,col_based,5,1261.5,567.5,398.0,0.0,81.0,40,20.0,,,0,623,4,1e-08,2
64,8,8,7,7,col_based,5,1200.0,417.5,270.5,0.0,84.0,40,20.0,,,0,629,4,1e-08,2
64,8,8,8,7,col_based,5,1435.5,878.0,603.0,0.0,82.0,40,20.0,,,0,619,4,1e-08,2
100,10,10,0,7,col_based,1,2829.0,1260.5,756.0,0.0,82.0,40,20.0,,,0,1002,0,1e-08,2
100,10,10,1,7,col_based,1,2770.0,1205.5,730.5,0.0,84.0,40,20.0,,,0,1006,0,1e-08,2
100,10,10,2,7,col_based,1,2326.5,1006.0,492.5,0.0,84.0,40,20.0,,,0,1009,0,1e-08,2
100,10,10,3,7,col_based,1,3435.0,1667.0,940.5,0.0,82.0,40,20.0,,,0,998,0,1e-08,2
100,10,10,4,7,col_based,1,3929.0,1691.0,747.5,0.0,124.0,39,39.0,,,0,2021,0,1e-08,2
100,10,10,5,7,col_based,1,2912.5,1298.0,786.0,0.0,84.0,40,20.0,,,0,995,0,1e-08,2
100,10,10,6,7,col_based,1,2696.5,1182.5,671.0,0.0,83.0,40,20.0,,,0,1014,0,1e-08,2
100,10,10,7,7,col_based,1,2197.5,929.5,435.5,0.0,84.0,40,20.0,,,0,980,0,1e-08,2
100,10,10,8,7,col_based,1,3313.5,1593.5,902.5,0.0,83.0,40,20.0,,,0,1008,0,1e-08,2
100,10,10,0,7,col_based,1,3056.0,1371.5,857.0,0.0,82.0,40,20.0,,,0,1000,1,1e-08,2
100,10,10,1,7,col_based,1,2740.5,1213.5,677.0,0.0,84.0,40,20.0,,,0,982,1,1e-08,2
100,10,10,2,7,col_based,1,2139.5,917.5,428.5,0.0,82.0,40,20.0,,,0,986,1,1e-08,2
100,10,10,3,7,col_based,1,3549.5,1708.5,1017.5,0.0,83.0,40,20.0,,,0,1018,1,1e-08,2
100,10,10,4,7,col_based,1,4194.5,1855.0,847.5,0.0,125.0,39,39.0,,,0,2016,1,1e-08,2
100,10,10,5,7,col_based,1,2979.5,1350.0,801.0,0.0,83.0,40,20.0,,,0,992,1,1e-08,2
100,10,10,6,7,col_based,1,2800.5,1241.0,726.5,0.0,84.0,40,20.0,,,0,977,1,1e-08,2
100,10,10,7,7,col_based,1,2107.5,880.0,410.5,0.0,83.0,40,20.0,,,0,988,1,1e-08,2
100,10,10,8,7,col_based,1,3468.0,1682.0,937.0,0.0,84.0,40,20.0,,,0,998,1,1e-08,2
100,10,10,0,7,col_based,1,2660.0,1164.5,681.5,0.0,82.0,40,20.0,,,0,987,2,1e-08,2
100,10,10,1,7,col_based,1,2530.0,1084.0,612.0,0.0,84.0,40,20.0,,,0,1004,2,1e-08,2
100,10,10,2,7,col_based,1,2316.5,1001.5,483.0,0.0,84.0,40,20.0,,,0,1031,2,1e-08,2
100,10,10,3,7,col_based,1,3507.0,1689.0,971.0,0.0,84.0,40,20.0,,,0,1008,2,1e-08,2
100,10,10,4,7,col_based,1,3908.0,1676.5,756.5,0.0,124.0,39,39.0,,,0,1980,2,1e-08,2
100,10,10,5,7,col_based,1,2908.5,1287.0,787.0,0.0,83.0,40,20.0,,,0,1018,2,1e-08,2
100,10,10,6,7,col_based,1,2797.5,1244.0,740.0,0.0,81.0,40,20.0,,,0,1022,2,1e-08,2
100,10,10,7,7,col_based,1,2170.0,917.5,427.0,0.0,82.0,40,20.0,,,0,1002,2,1e-08,2
100,10,10,8,7,col_based,1,3280.5,1544.5,903.5,0.0,83.0,40,20.0,,,0,990,2,1e-08,2
100,10,10,0,7,col_based,1,2814.5,1243.0,756.5,0.0,83.0,40,20.0,,,0,1003,3,1e-08,2
100,10,10,1,7,col_based,1,2741.0,1205.5,684.0,0.0,85.0,40,20.0,,,0,1006,3,1e-08,2
100,10,10,2,7,col_based,1,2162.5,900.0,450.0,0.0,81.0,40,20.0,,,0,1007,3,1e-08,2
100,10,10,3,7,col_based,1,3325.5,1593.0,914.0,0.0,83.0,40,20.0,,,0,1015,3,1e-08,2
100,10,10,4,7,col_based,1,4202.5,1852.5,874.0,0.0,123.0,39,39.0,,,0,2018,3,1e-08,2
100,10,10,5,7,col_based,1,2898.0,1303.5,766.5,0.0,83.0,40,20.0,,,0,1020,3,1e-08,2
100,10,10,6,7,col_based,1,2624.5,1140.0,656.0,0.0,83.0,40,20.0,,,0,1057,3,1e-08,2
100,10,10,7,7,col_based,1,2148.5,901.5,426.5,0.0,83.0,40,20.0,,,0,1000,3,1e-08,2
100,10,10,8,7,col_based,1,3622.5,1777.0,1026.5,0.0,82.0,40,20.0,,,0,990,3,1e-08,2
100,10,10,0,7,col_based,1,2736.5,1195.5,718.5,0.0,81.0,40,20.0,,,0,987,4,1e-08,2
100,10,10,1,7,col_based,1,2721.5,1199.5,692.0,0.0,82.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,2,7,col_based,1,2320.0,991.0,482.5,0.0,85.0,40,20.0,,,0,1000,4,1e-08,2
100,10,10,3,7,col_based,1,3455.5,1647.5,962.5,0.0,85.0,40,20.0,,,0,990,4,1e-08,2
100,10,10,4,7,col_based,1,3905.5,1675.0,769.0,0.0,124.0,39,39.0,,,0,1962,4,1e-08,2
100,10,10,5,7,col_based,1,2896.0,1267.5,797.0,0.0,84.0,40,20.0,,,0,1036,4,1e-08,2
100,10,10,6,7,col_based,1,2642.0,1149.0,633.5,0.0,83.0,40,20.0,,,0,1015,4,1e-08,2
100,10,10,7,7,col_based,1,2266.0,957.0,475.5,0.0,83.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,8,7,col_based,1,3209.5,1544.5,864.5,0.0,81.0,40,20.0,,,0,1041,4,1e-08,2
100,10,10,0,7,col_based,2,1886.0,1117.5,690.0,0.0,82.0,40,20.0,,,0,1002,0,1e-08,2
100,10,10,1,7,col_based,2,1865.5,1045.0,659.5,0.0,84.0,40,20.0,,,0,1006,0,1e-08,2
100,10,10,2,7,col_based,2,1641.5,839.0,437.5,0.0,84.0,40,20.0,,,0,1009,0,1e-08,2
100,10,10,3,7,col_based,2,2204.0,1531.0,886.0,0.0,82.0,40,20.0,,,0,998,0,1e-08,2
100,10,10,4,7,col_based,2,2814.5,1336.0,653.0,0.0,124.0,39,39.0,,,0,2021,0,1e-08,2
100,10,10,5,7,col_based,2,1936.0,1155.5,707.5,0.0,84.0,40,20.0,,,0,995,0,1e-08,2
100,10,10,6,7,col_based,2,1832.0,1046.5,618.5,0.0,83.0,40,20.0,,,0,1014,0,1e-08,2
100,10,10,7,7,col_based,2,1576.5,733.0,367.0,0.0,84.0,40,20.0,,,0,980,0,1e-08,2
100,10,10,8,7,col_based,2,2145.5,1466.5,860.0,0.0,83.0,40,20.0,,,0,1008,0,1e-08,2
100,10,10,0,7,col_based,2,2001.0,1216.0,773.5,0.0,82.0,40,20.0,,,0,1000,1,1e-08,2
100,10,10,1,7,col_based,2,1858.5,1010.0,589.5,0.0,84.0,40,20.0,,,0,982,1,1e-08,2
100,10,10,2,7,col_based,2,1528.5,748.5,379.0,0.0,82.0,40,20.0,,,0,986,1,1e-08,2
100,10,10,3,7,col_based,2,2270.0,1542.0,966.5,0.0,83.0,40,20.0,,,0,1018,1,1e-08,2
100,10,10,4,7,col_based,2,2957.5,1569.0,799.5,0.0,125.0,39,39.0,,,0,2016,1,1e-08,2
100,10,10,5,7,col_based,2,1972.5,1175.5,741.0,0.0,83.0,40,20.0,,,0,992,1,1e-08,2
100,10,10,6,7,col_based,2,1887.0,1082.0,665.5,0.0,84.0,40,20.0,,,0,977,1,1e-08,2
100,10,10,7,7,col_based,2,1519.0,694.5,351.5,0.0,83.0,40,20.0,,,0,988,1,1e-08,2
100,10,10,8,7,col_based,2,2231.0,1544.0,888.0,0.0,84.0,40,20.0,,,0,998,1,1e-08,2
100,10,10,0,7,col_based,2,1801.5,1040.0,647.5,0.0,82.0,40,20.0,,,0,987,2,1e-08,2
100,10,10,1,7,col_based,2,1747.0,927.5,551.5,0.0,84.0,40,20.0,,,0,1004,2,1e-08,2
100,10,10,2,7,col_based,2,1640.5,820.5,422.0,0.0,84.0,40,20.0,,,0,1031,2,1e-08,2
100,10,10,3,7,col_based,2,2249.5,1518.5,907.5,0.0,84.0,40,20.0,,,0,1008,2,1e-08,2
100,10,10,4,7,col_based,2,2803.5,1340.5,684.5,0.0,124.0,39,39.0,,,0,1980,2,1e-08,2
100,10,10,5,7,col_based,2,1933.0,1133.5,735.0,0.0,83.0,40,20.0,,,0,1018,2,1e-08,2
100,10,10,6,7,col_based,2,1868.0,1085.0,650.0,0.0,81.0,40,20.0,,,0,1022,2,1e-08,2
100,10,10,7,7,col_based,2,1561.0,762.0,381.0,0.0,82.0,40,20.0,,,0,1002,2,1e-08,2
100,10,10,8,7,col_based,2,2130.5,1411.0,840.0,0.0,83.0,40,20.0,,,0,990,2,1e-08,2
100,10,10,0,7,col_based,2,1879.5,1061.5,678.0,0.0,83.0,40,20.0,,,0,1003,3,1e-08,2
100,10,10,1,7,col_based,2,1863.0,1041.5,621.5,0.0,85.0,40,20.0,,,0,1006,3,1e-08,2
100,10,10,2,7,col_based,2,1545.5,737.5,391.5,0.0,81.0,40,20.0,,,0,1007,3,1e-08,2
100,10,10,3,7,col_based,2,2144.0,1470.5,872.0,0.0,83.0,40,20.0,,,0,1015,3,1e-08,2
100,10,10,4,7,col_based,2,2946.5,1548.0,808.0,0.0,123.0,39,39.0,,,0,2018,3,1e-08,2
100,10,10,5,7,col_based,2,1931.0,1151.0,698.0,0.0,83.0,40,20.0,,,0,1020,3,1e-08,2
100,10,10,6,7,col_based,2,1788.5,939.5,585.0,0.0,83.0,40,20.0,,,0,1057,3,1e-08,2
100,10,10,7,7,col_based,2,1539.5,722.5,363.5,0.0,83.0,40,20.0,,,0,1000,3,1e-08,2
100,10,10,8,7,col_based,2,2294.0,1648.5,987.0,0.0,82.0,40,20.0,,,0,990,3,1e-08,2
100,10,10,0,7,col_based,2,1839.5,1048.5,649.5,0.0,81.0,40,20.0,,,0,987,4,1e-08,2
100,10,10,1,7,col_based,2,1842.0,1054.0,644.0,0.0,82.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,2,7,col_based,2,1647.5,810.5,405.0,0.0,85.0,40,20.0,,,0,1000,4,1e-08,2
100,10,10,3,7,col_based,2,2224.0,1510.0,927.5,0.0,85.0,40,20.0,,,0,990,4,1e-08,2
100,10,10,4,7,col_based,2,2792.5,1386.5,703.5,0.0,124.0,39,39.0,,,0,1962,4,1e-08,2
100,10,10,5,7,col_based,2,1928.0,1097.5,724.5,0.0,84.0,40,20.0,,,0,1036,4,1e-08,2
100,10,10,6,7,col_based,2,1819.0,998.5,551.0,0.0,83.0,40,20.0,,,0,1015,4,1e-08,2
100,10,10,7,7,col_based,2,1607.5,783.5,410.0,0.0,83.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,8,7,col_based,2,2080.0,1420.5,807.5,0.0,81.0,40,20.0,,,0,1041,4,1e-08,2
100,10,10,0,7,col_based,3,1582.0,1015.0,633.0,0.0,82.0,40,20.0,,,0,1002,0,1e-08,2
100,10,10,1,7,col_based,3,1573.5,955.0,609.5,0.0,84.0,40,20.0,,,0,1006,0,1e-08,2
100,10,10,2,7,col_based,3,1426.0,705.0,407.0,0.0,84.0,40,20.0,,,0,1009,0,1e-08,2
100,10,10,3,7,col_based,3,1808.5,1435.5,827.5,0.0,82.0,40,20.0,,,0,998,0,1e-08,2
100,10,10,4,7,col_based,3,2459.5,1215.5,622.5,0.0,124.0,39,39.0,,,0,2021,0,1e-08,2
100,10,10,5,7,col_based,3,1621.0,1074.0,677.5,0.0,84.0,40,20.0,,,0,995,0,1e-08,2
100,10,10,6,7,col_based,3,1559.0,937.5,569.5,0.0,83.0,40,20.0,,,0,1014,0,1e-08,2
100,10,10,7,7,col_based,3,1375.0,647.0,337.0,0.0,84.0,40,20.0,,,0,980,0,1e-08,2
100,10,10,8,7,col_based,3,1780.5,1384.5,811.5,0.0,83.0,40,20.0,,,0,1008,0,1e-08,2
100,10,10,0,7,col_based,3,1667.0,1101.5,732.0,0.0,82.0,40,20.0,,,0,1000,1,1e-08,2
100,10,10,1,7,col_based,3,1567.5,917.0,531.0,0.0,84.0,40,20.0,,,0,982,1,1e-08,2
100,10,10,2,7,col_based,3,1333.5,644.5,343.0,0.0,82.0,40,20.0,,,0,986,1,1e-08,2
100,10,10,3,7,col_based,3,1865.0,1463.5,916.5,0.0,83.0,40,20.0,,,0,1018,1,1e-08,2
100,10,10,4,7,col_based,3,2560.5,1411.0,729.5,0.0,125.0,39,39.0,,,0,2016,1,1e-08,2
100,10,10,5,7,col_based,3,1647.0,1095.5,693.0,0.0,83.0,40,20.0,,,0,992,1,1e-08,2
100,10,10,6,7,col_based,3,1587.0,972.0,632.5,0.0,84.0,40,20.0,,,0,977,1,1e-08,2
100,10,10,7,7,col_based,3,1333.0,608.0,305.0,0.0,83.0,40,20.0,,,0,988,1,1e-08,2
100,10,10,8,7,col_based,3,1835.5,1445.0,838.5,0.0,84.0,40,20.0,,,0,998,1,1e-08,2
100,10,10,0,7,col_based,3,1526.0,943.5,596.5,0.0,82.0,40,20.0,,,0,987,2,1e-08,2
100,10,10,1,7,col_based,3,1495.0,830.5,514.0,0.0,84.0,40,20.0,,,0,1004,2,1e-08,2
100,10,10,2,7,col_based,3,1424.5,714.0,394.0,0.0,84.0,40,20.0,,,0,1031,2,1e-08,2
100,10,10,3,7,col_based,3,1852.0,1437.5,883.5,0.0,84.0,40,20.0,,,0,1008,2,1e-08,2
100,10,10,4,7,col_based,3,2444.5,1234.0,632.5,0.0,124.0,39,39.0,,,0,1980,2,1e-08,2
100,10,10,5,7,col_based,3,1622.0,1034.0,650.0,0.0,83.0,40,20.0,,,0,1018,2,1e-08,2
100,10,10,6,7,col_based,3,1567.0,1000.0,634.0,0.0,81.0,40,20.0,,,0,1022,2,1e-08,2
100,10,10,7,7,col_based,3,1359.0,656.0,344.5,0.0,82.0,40,20.0,,,0,1002,2,1e-08,2
100,10,10,8,7,col_based,3,1759.5,1317.5,799.5,0.0,83.0,40,20.0,,,0,990,2,1e-08,2
100,10,10,0,7,col_based,3,1575.5,981.5,641.0,0.0,83.0,40,20.0,,,0,1003,3,1e-08,2
100,10,10,1,7,col_based,3,1575.5,962.0,571.5,0.0,85.0,40,20.0,,,0,1006,3,1e-08,2
100,10,10,2,7,col_based,3,1349.5,623.5,337.5,0.0,81.0,40,20.0,,,0,1007,3,1e-08,2
100,10,10,3,7,col_based,3,1771.0,1322.0,813.5,0.0,83.0,40,20.0,,,0,1015,3,1e-08,2
100,10,10,4,7,col_based,3,2551.5,1406.0,764.0,0.0,123.0,39,39.0,,,0,2018,3,1e-08,2
100,10,10,5,7,col_based,3,1622.0,1057.0,649.0,0.0,83.0,40,20.0,,,0,1020,3,1e-08,2
100,10,10,6,7,col_based,3,1519.5,853.5,568.5,0.0,83.0,40,20.0,,,0,1057,3,1e-08,2
100,10,10,7,7,col_based,3,1346.0,628.0,316.0,0.0,83.0,40,20.0,,,0,1000,3,1e-08,2
100,10,10,8,7,col_based,3,1866.0,1552.0,944.5,0.0,82.0,40,20.0,,,0,990,3,1e-08,2
100,10,10,0,7,col_based,3,1551.5,959.0,614.5,0.0,81.0,40,20.0,,,0,987,4,1e-08,2
100,10,10,1,7,col_based,3,1550.0,951.0,571.5,0.0,82.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,2,7,col_based,3,1431.5,692.0,356.0,0.0,85.0,40,20.0,,,0,1000,4,1e-08,2
100,10,10,3,7,col_based,3,1842.0,1382.5,871.0,0.0,85.0,40,20.0,,,0,990,4,1e-08,2
100,10,10,4,7,col_based,3,2433.0,1211.5,637.0,0.0,124.0,39,39.0,,,0,1962,4,1e-08,2
100,10,10,5,7,col_based,3,1621.5,1028.0,693.0,0.0,84.0,40,20.0,,,0,1036,4,1e-08,2
100,10,10,6,7,col_based,3,1547.5,886.5,510.0,0.0,83.0,40,20.0,,,0,1015,4,1e-08,2
100,10,10,7,7,col_based,3,1395.0,683.5,385.0,0.0,83.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,8,7,col_based,3,1725.0,1321.0,780.0,0.0,81.0,40,20.0,,,0,1041,4,1e-08,2
100,10,10,0,7,col_based,4,1450.0,952.5,604.5,0.0,82.0,40,20.0,,,0,1002,0,1e-08,2
100,10,10,1,7,col_based,4,1443.5,875.0,589.0,0.0,84.0,40,20.0,,,0,1006,0,1e-08,2
100,10,10,2,7,col_based,4,1332.0,672.0,374.0,0.0,84.0,40,20.0,,,0,1009,0,1e-08,2
100,10,10,3,7,col_based,4,1639.0,1362.5,813.5,0.0,82.0,40,20.0,,,0,998,0,1e-08,2
100,10,10,4,7,col_based,4,2293.5,1112.0,581.5,0.0,124.0,39,39.0,,,0,2021,0,1e-08,2
100,10,10,5,7,col_based,4,1477.0,973.5,644.5,0.0,84.0,40,20.0,,,0,995,0,1e-08,2
100,10,10,6,7,col_based,4,1438.5,873.5,550.5,0.0,83.0,40,20.0,,,0,1014,0,1e-08,2
100,10,10,7,7,col_based,4,1282.0,603.0,309.0,0.0,84.0,40,20.0,,,0,980,0,1e-08,2
100,10,10,8,7,col_based,4,1622.0,1305.0,791.5,0.0,83.0,40,20.0,,,0,1008,0,1e-08,2
100,10,10,0,7,col_based,4,1508.5,1045.0,697.5,0.0,82.0,40,20.0,,,0,1000,1,1e-08,2
100,10,10,1,7,col_based,4,1436.0,838.5,508.0,0.0,84.0,40,20.0,,,0,982,1,1e-08,2
100,10,10,2,7,col_based,4,1247.5,580.0,319.0,0.0,82.0,40,20.0,,,0,986,1,1e-08,2
100,10,10,3,7,col_based,4,1693.5,1387.0,882.0,0.0,83.0,40,20.0,,,0,1018,1,1e-08,2
100,10,10,4,7,col_based,4,2374.5,1263.0,702.5,0.0,125.0,39,39.0,,,0,2016,1,1e-08,2
100,10,10,5,7,col_based,4,1513.0,1033.0,653.5,0.0,83.0,40,20.0,,,0,992,1,1e-08,2
100,10,10,6,7,col_based,4,1459.5,930.5,607.0,0.0,84.0,40,20.0,,,0,977,1,1e-08,2
100,10,10,7,7,col_based,4,1250.0,553.5,283.0,0.0,83.0,40,20.0,,,0,988,1,1e-08,2
100,10,10,8,7,col_based,4,1668.0,1377.5,816.0,0.0,84.0,40,20.0,,,0,998,1,1e-08,2
100,10,10,0,7,col_based,4,1412.5,859.5,566.5,0.0,82.0,40,20.0,,,0,987,2,1e-08,2
100,10,10,1,7,col_based,4,1389.5,755.0,485.5,0.0,84.0,40,20.0,,,0,1004,2,1e-08,2
100,10,10,2,7,col_based,4,1330.5,659.0,369.0,0.0,84.0,40,20.0,,,0,1031,2,1e-08,2
100,10,10,3,7,col_based,4,1681.0,1363.5,843.5,0.0,84.0,40,20.0,,,0,1008,2,1e-08,2
100,10,10,4,7,col_based,4,2275.5,1105.5,615.0,0.0,124.0,39,39.0,,,0,1980,2,1e-08,2
100,10,10,5,7,col_based,4,1483.0,958.5,633.5,0.0,83.0,40,20.0,,,0,1018,2,1e-08,2
100,10,10,6,7,col_based,4,1440.0,937.0,591.5,0.0,81.0,40,20.0,,,0,1022,2,1e-08,2
100,10,10,7,7,col_based,4,1277.0,590.5,328.5,0.0,82.0,40,20.0,,,0,1002,2,1e-08,2
100,10,10,8,7,col_based,4,1601.0,1204.0,760.0,0.0,83.0,40,20.0,,,0,990,2,1e-08,2
100,10,10,0,7,col_based,4,1439.5,901.0,598.0,0.0,83.0,40,20.0,,,0,1003,3,1e-08,2
100,10,10,1,7,col_based,4,1456.5,886.0,548.5,0.0,85.0,40,20.0,,,0,1006,3,1e-08,2
100,10,10,2,7,col_based,4,1255.0,571.5,312.0,0.0,81.0,40,20.0,,,0,1007,3,1e-08,2
100,10,10,3,7,col_based,4,1598.5,1267.5,775.0,0.0,83.0,40,20.0,,,0,1015,3,1e-08,2
100,10,10,4,7,col_based,4,2355.5,1265.0,690.5,0.0,123.0,39,39.0,,,0,2018,3,1e-08,2
100,10,10,5,7,col_based,4,1485.0,988.5,620.0,0.0,83.0,40,20.0,,,0,1020,3,1e-08,2
100,10,10,6,7,col_based,4,1394.5,784.5,531.5,0.0,83.0,40,20.0,,,0,1057,3,1e-08,2
100,10,10,7,7,col_based,4,1256.5,568.5,299.0,0.0,83.0,40,20.0,,,0,1000,3,1e-08,2
100,10,10,8,7,col_based,4,1681.5,1474.0,919.5,0.0,82.0,40,20.0,,,0,990,3,1e-08,2
100,10,10,0,7,col_based,4,1420.0,869.5,579.0,0.0,81.0,40,20.0,,,0,987,4,1e-08,2
100,10,10,1,7,col_based,4,1427.0,878.5,553.5,0.0,82.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,2,7,col_based,4,1332.5,627.0,335.0,0.0,85.0,40,20.0,,,0,1000,4,1e-08,2
100,10,10,3,7,col_based,4,1678.5,1307.5,852.5,0.0,85.0,40,20.0,,,0,990,4,1e-08,2
100,10,10,4,7,col_based,4,2265.5,1136.5,618.5,0.0,124.0,39,39.0,,,0,1962,4,1e-08,2
100,10,10,5,7,col_based,4,1488.0,973.5,654.5,0.0,84.0,40,20.0,,,0,1036,4,1e-08,2
100,10,10,6,7,col_based,4,1429.0,808.0,487.5,0.0,83.0,40,20.0,,,0,1015,4,1e-08,2
100,10,10,7,7,col_based,4,1299.5,601.5,353.5,0.0,83.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,8,7,col_based,4,1586.0,1253.0,735.0,0.0,81.0,40,20.0,,,0,1041,4,1e-08,2
100,10,10,0,7,col_based,5,1385.5,903.0,582.5,0.0,82.0,40,20.0,,,0,1002,0,1e-08,2
100,10,10,1,7,col_based,5,1385.5,847.0,566.0,0.0,84.0,40,20.0,,,0,1006,0,1e-08,2
100,10,10,2,7,col_based,5,1282.0,627.0,362.0,0.0,84.0,40,20.0,,,0,1009,0,1e-08,2
100,10,10,3,7,col_based,5,1561.5,1280.0,777.5,0.0,82.0,40,20.0,,,0,998,0,1e-08,2
100,10,10,4,7,col_based,5,2197.0,1018.0,566.5,0.0,124.0,39,39.0,,,0,2021,0,1e-08,2
100,10,10,5,7,col_based,5,1412.5,940.5,618.0,0.0,84.0,40,20.0,,,0,995,0,1e-08,2
100,10,10,6,7,col_based,5,1378.5,829.5,530.5,0.0,83.0,40,20.0,,,0,1014,0,1e-08,2
100,10,10,7,7,col_based,5,1238.0,542.5,289.5,0.0,84.0,40,20.0,,,0,980,0,1e-08,2
100,10,10,8,7,col_based,5,1548.0,1250.5,756.0,0.0,83.0,40,20.0,,,0,1008,0,1e-08,2
100,10,10,0,7,col_based,5,1447.5,988.5,675.5,0.0,82.0,40,20.0,,,0,1000,1,1e-08,2
100,10,10,1,7,col_based,5,1378.0,785.0,486.5,0.0,84.0,40,20.0,,,0,982,1,1e-08,2
100,10,10,2,7,col_based,5,1204.5,544.0,304.5,0.0,82.0,40,20.0,,,0,986,1,1e-08,2
100,10,10,3,7,col_based,5,1615.0,1324.5,865.0,0.0,83.0,40,20.0,,,0,1018,1,1e-08,2
100,10,10,4,7,col_based,5,2273.0,1188.0,668.0,0.0,125.0,39,39.0,,,0,2016,1,1e-08,2
100,10,10,5,7,col_based,5,1454.0,1009.0,625.5,0.0,83.0,40,20.0,,,0,992,1,1e-08,2
100,10,10,6,7,col_based,5,1397.5,885.5,579.5,0.0,84.0,40,20.0,,,0,977,1,1e-08,2
100,10,10,7,7,col_based,5,1207.0,512.5,270.0,0.0,83.0,40,20.0,,,0,988,1,1e-08,2
100,10,10,8,7,col_based,5,1592.5,1301.0,786.5,0.0,84.0,40,20.0,,,0,998,1,1e-08,2
100,10,10,0,7,col_based,5,1357.0,818.0,554.5,0.0,82.0,40,20.0,,,0,987,2,1e-08,2
100,10,10,1,7,col_based,5,1341.0,706.5,462.0,0.0,84.0,40,20.0,,,0,1004,2,1e-08,2
100,10,10,2,7,col_based,5,1283.5,610.5,352.0,0.0,84.0,40,20.0,,,0,1031,2,1e-08,2
100,10,10,3,7,col_based,5,1607.0,1337.0,835.0,0.0,84.0,40,20.0,,,0,1008,2,1e-08,2
100,10,10,4,7,col_based,5,2189.5,1030.0,588.0,0.0,124.0,39,39.0,,,0,1980,2,1e-08,2
100,10,10,5,7,col_based,5,1413.5,922.5,601.0,0.0,83.0,40,20.0,,,0,1018,2,1e-08,2
100,10,10,6,7,col_based,5,1382.5,898.0,564.5,0.0,81.0,40,20.0,,,0,1022,2,1e-08,2
100,10,10,7,7,col_based,5,1232.5,542.0,306.5,0.0,82.0,40,20.0,,,0,1002,2,1e-08,2
100,10,10,8,7,col_based,5,1527.5,1188.0,742.0,0.0,83.0,40,20.0,,,0,990,2,1e-08,2
100,10,10,0,7,col_based,5,1372.5,835.5,575.0,0.0,83.0,40,20.0,,,0,1003,3,1e-08,2
100,10,10,1,7,col_based,5,1398.5,836.5,519.0,0.0,85.0,40,20.0,,,0,1006,3,1e-08,2
100,10,10,2,7,col_based,5,1208.5,518.0,292.0,0.0,81.0,40,20.0,,,0,1007,3,1e-08,2
100,10,10,3,7,col_based,5,1535.0,1179.0,756.5,0.0,83.0,40,20.0,,,0,1015,3,1e-08,2
100,10,10,4,7,col_based,5,2248.0,1202.5,668.0,0.0,123.0,39,39.0,,,0,2018,3,1e-08,2
100,10,10,5,7,col_based,5,1425.0,910.5,594.0,0.0,83.0,40,20.0,,,0,1020,3,1e-08,2
100,10,10,6,7,col_based,5,1339.5,726.5,514.5,0.0,83.0,40,20.0,,,0,1057,3,1e-08,2
100,10,10,7,7,col_based,5,1210.0,508.0,284.0,0.0,83.0,40,20.0,,,0,1000,3,1e-08,2
100,10,10,8,7,col_based,5,1605.0,1404.0,888.0,0.0,82.0,40,20.0,,,0,990,3,1e-08,2
100,10,10,0,7,col_based,5,1358.0,817.0,553.0,0.0,81.0,40,20.0,,,0,987,4,1e-08,2
100,10,10,1,7,col_based,5,1372.5,803.0,523.0,0.0,82.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,2,7,col_based,5,1282.5,580.5,326.5,0.0,85.0,40,20.0,,,0,1000,4,1e-08,2
100,10,10,3,7,col_based,5,1611.5,1237.5,824.0,0.0,85.0,40,20.0,,,0,990,4,1e-08,2
100,10,10,4,7,col_based,5,2167.0,1074.0,597.0,0.0,124.0,39,39.0,,,0,1962,4,1e-08,2
100,10,10,5,7,col_based,5,1418.5,911.0,626.5,0.0,84.0,40,20.0,,,0,1036,4,1e-08,2
100,10,10,6,7,col_based,5,1371.5,786.0,463.0,0.0,83.0,40,20.0,,,0,1015,4,1e-08,2
100,10,10,7,7,col_based,5,1248.0,582.5,335.5,0.0,83.0,40,20.0,,,0,1003,4,1e-08,2
100,10,10,8,7,col_based,5,1520.5,1186.5,724.5,0.0,81.0,40,20.0,,,0,1041,4,1e-08,2
16,4,4,0,13,col_based,1,795.0,191.5,106.5,0.0,61.0,40,20.0,,,0,144,0,1e-08,4
16,4,4,1,13,col_based,1,805.0,207.0,116.5,0.0,59.0,40,20.0,,,0,155,0,1e-08,4
16,4,4,2,13,col_based,1,678.0,133.0,59.5,0.0,60.0,40,20.0,,,0,151,0,1e-08,4
16,4,4,3,13,col_based,1,904.0,258.0,163.0,0.0,58.0,40,20.0,,,0,159,0,1e-08,4
16,4,4,4,13,col_based,1,1211.0,274.5,103.5,0.0,82.0,39,39.0,,,0,312,0,1e-08,4
16,4,4,5,13,col_based,1,743.5,178.0,89.5,0.0,58.0,40,20.0,,,0,178,0,1e-08,4
