trial,code_distance,fidelity_target,factory_physical_size,qubit_layout,placement,n_qubits,n_factories,n_aods,J,h,dt,n_trotter_steps,fidelity_total,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_of_rz_h,fidelity_of_t_gate,fidelity_cnot,fidelity_h
3,7,1e-08,2,"(4, 4)",col_based,16,16,3,1.0,1.0,0.00146,1,0.9874365506548256,0.9904934612512641,0.9974875795881015,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
4,7,1e-08,2,"(4, 4)",col_based,16,16,3,1.0,1.0,0.00146,1,0.9873817691546574,0.9904934612512641,0.9974322404719095,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
0,7,1e-08,2,"(4, 4)",col_based,16,16,4,1.0,1.0,0.00146,1,0.9873601457149053,0.9904934612512641,0.9974103969290848,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
1,7,1e-08,2,"(4, 4)",col_based,16,16,4,1.0,1.0,0.00146,1,0.9873068099215109,0.9904934612512641,0.9973565182353875,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
2,7,1e-08,2,"(4, 4)",col_based,16,16,4,1.0,1.0,0.00146,1,0.9873788860019962,0.9904934612512641,0.9974293279718934,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
3,7,1e-08,2,"(4, 4)",col_based,16,16,4,1.0,1.0,0.00146,1,0.9874365506548256,0.9904934612512641,0.9974875795881015,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
4,7,1e-08,2,"(4, 4)",col_based,16,16,4,1.0,1.0,0.00146,1,0.9873817691546574,0.9904934612512641,0.9974322404719095,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
0,7,1e-08,2,"(4, 4)",col_based,16,16,5,1.0,1.0,0.00146,1,0.9873601457149053,0.9904934612512641,0.9974103969290848,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
1,7,1e-08,2,"(4, 4)",col_based,16,16,5,1.0,1.0,0.00146,1,0.9873068099215109,0.9904934612512641,0.9973565182353875,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
2,7,1e-08,2,"(4, 4)",col_based,16,16,5,1.0,1.0,0.00146,1,0.9873788860019962,0.9904934612512641,0.9974293279718934,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
3,7,1e-08,2,"(4, 4)",col_based,16,16,5,1.0,1.0,0.00146,1,0.9874365506548256,0.9904934612512641,0.9974875795881015,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
4,7,1e-08,2,"(4, 4)",col_based,16,16,5,1.0,1.0,0.00146,1,0.9873817691546574,0.9904934612512641,0.9974322404719095,0.9998532107452333,0.9999681605065687,0.9996160731427869,0.9999872000793593
0,7,1e-08,2,"(6, 6)",col_based,36,36,1,1.0,1.0,0.00146,1,0.9722285021537703,0.978737275783864,0.9944542904774747,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
1,7,1e-08,2,"(6, 6)",col_based,36,36,1,1.0,1.0,0.00146,1,0.9723079948637541,0.978737275783864,0.9945356004435268,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
2,7,1e-08,2,"(6, 6)",col_based,36,36,1,1.0,1.0,0.00146,1,0.9722398578572825,0.978737275783864,0.9944659057799,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
3,7,1e-08,2,"(6, 6)",col_based,36,36,1,1.0,1.0,0.00146,1,0.9723534221876106,0.978737275783864,0.9945820662661333,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
4,7,1e-08,2,"(6, 6)",col_based,36,36,1,1.0,1.0,0.00146,1,0.9722852819977009,0.978737275783864,0.994512368346293,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
0,7,1e-08,2,"(6, 6)",col_based,36,36,2,1.0,1.0,0.00146,1,0.9722285021537703,0.978737275783864,0.9944542904774747,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
1,7,1e-08,2,"(6, 6)",col_based,36,36,2,1.0,1.0,0.00146,1,0.9723079948637541,0.978737275783864,0.9945356004435268,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
2,7,1e-08,2,"(6, 6)",col_based,36,36,2,1.0,1.0,0.00146,1,0.9722398578572825,0.978737275783864,0.9944659057799,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
3,7,1e-08,2,"(6, 6)",col_based,36,36,2,1.0,1.0,0.00146,1,0.9723534221876106,0.978737275783864,0.9945820662661333,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
4,7,1e-08,2,"(6, 6)",col_based,36,36,2,1.0,1.0,0.00146,1,0.9722852819977009,0.978737275783864,0.994512368346293,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
0,7,1e-08,2,"(6, 6)",col_based,36,36,3,1.0,1.0,0.00146,1,0.9722285021537703,0.978737275783864,0.9944542904774747,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
1,7,1e-08,2,"(6, 6)",col_based,36,36,3,1.0,1.0,0.00146,1,0.9723079948637541,0.978737275783864,0.9945356004435268,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
2,7,1e-08,2,"(6, 6)",col_based,36,36,3,1.0,1.0,0.00146,1,0.9722398578572825,0.978737275783864,0.9944659057799,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
3,7,1e-08,2,"(6, 6)",col_based,36,36,3,1.0,1.0,0.00146,1,0.9723534221876106,0.978737275783864,0.9945820662661333,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
4,7,1e-08,2,"(6, 6)",col_based,36,36,3,1.0,1.0,0.00146,1,0.9722852819977009,0.978737275783864,0.994512368346293,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
0,7,1e-08,2,"(6, 6)",col_based,36,36,4,1.0,1.0,0.00146,1,0.9722285021537703,0.978737275783864,0.9944542904774747,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
1,7,1e-08,2,"(6, 6)",col_based,36,36,4,1.0,1.0,0.00146,1,0.9723079948637541,0.978737275783864,0.9945356004435268,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
2,7,1e-08,2,"(6, 6)",col_based,36,36,4,1.0,1.0,0.00146,1,0.9722398578572825,0.978737275783864,0.9944659057799,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
3,7,1e-08,2,"(6, 6)",col_based,36,36,4,1.0,1.0,0.00146,1,0.9723534221876106,0.978737275783864,0.9945820662661333,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
4,7,1e-08,2,"(6, 6)",col_based,36,36,4,1.0,1.0,0.00146,1,0.9722852819977009,0.978737275783864,0.994512368346293,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
0,7,1e-08,2,"(6, 6)",col_based,36,36,5,1.0,1.0,0.00146,1,0.9722285021537703,0.978737275783864,0.9944542904774747,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
1,7,1e-08,2,"(6, 6)",col_based,36,36,5,1.0,1.0,0.00146,1,0.9723079948637541,0.978737275783864,0.9945356004435268,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
2,7,1e-08,2,"(6, 6)",col_based,36,36,5,1.0,1.0,0.00146,1,0.9722398578572825,0.978737275783864,0.9944659057799,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
3,7,1e-08,2,"(6, 6)",col_based,36,36,5,1.0,1.0,0.00146,1,0.9723534221876106,0.978737275783864,0.9945820662661333,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
4,7,1e-08,2,"(6, 6)",col_based,36,36,5,1.0,1.0,0.00146,1,0.9722852819977009,0.978737275783864,0.994512368346293,0.9998532107452333,0.999928362565366,0.9991363718456516,0.9999712004089554
0,7,1e-08,2,"(8, 8)",col_based,64,64,1,1.0,1.0,0.00146,1,0.9515624638342501,0.9625126622601202,0.9904652200447522,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
1,7,1e-08,2,"(8, 8)",col_based,64,64,1,1.0,1.0,0.00146,1,0.9515749674563014,0.9625126622601202,0.9904782348527518,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
2,7,1e-08,2,"(8, 8)",col_based,64,64,1,1.0,1.0,0.00146,1,0.9516305410977045,0.9625126622601202,0.9905360805129716,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
3,7,1e-08,2,"(8, 8)",col_based,64,64,1,1.0,1.0,0.00146,1,0.9517625415041322,0.9625126622601202,0.9906734774958997,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
4,7,1e-08,2,"(8, 8)",col_based,64,64,1,1.0,1.0,0.00146,1,0.9516986232315837,0.9625126622601202,0.9906069460507338,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
0,7,1e-08,2,"(8, 8)",col_based,64,64,2,1.0,1.0,0.00146,1,0.9515624638342501,0.9625126622601202,0.9904652200447522,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
1,7,1e-08,2,"(8, 8)",col_based,64,64,2,1.0,1.0,0.00146,1,0.9515749674563014,0.9625126622601202,0.9904782348527518,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
2,7,1e-08,2,"(8, 8)",col_based,64,64,2,1.0,1.0,0.00146,1,0.9516305410977045,0.9625126622601202,0.9905360805129716,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
3,7,1e-08,2,"(8, 8)",col_based,64,64,2,1.0,1.0,0.00146,1,0.9517625415041322,0.9625126622601202,0.9906734774958997,0.9998532107452333,0.9998726481086642,0.9984651767437963,0.9999488013004567
