trial,code_distance,fidelity_target,factory_physical_size,qubit_layout,placement,n_qubits,n_factories,n_aods,trivial_return,decompose_move,redistribute_stage1_success,J,h,dt,n_trotter_steps,epsilon,total_depth,n_cnot,n_cnot_teleportation,n_h,n_s,n_t,n_se_q,n_rz_decomposition,fidelity_total,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_of_rz_h,fidelity_of_t_gate,fidelity_cnot,fidelity_h,fidelity_idle,fidelity_synthesis,synthesis_epsilon
0,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10611.5,64,2528,2624,1377,2528,13850,64,0.9864605406911333,0.9924446746740634,0.9979915980760141,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9972338326338163,0.9999993600001984,0.0001
1,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10522.0,64,2528,2624,1409,2528,13670,64,0.9864499658607266,0.9924446746740634,0.9979449729636864,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9972697337015975,0.9999993600001984,0.0001
2,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10555.5,64,2528,2624,1372,2528,13764,64,0.9864847092773985,0.9924446746740634,0.9979988834465899,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.997250985204965,0.9999993600001984,0.0001
3,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10721.5,64,2528,2624,1385,2528,14110,64,0.9863977248704375,0.9924446746740634,0.9979799415937133,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9971819778175692,0.9999993600001984,0.0001
4,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10515.0,64,2528,2624,1319,2528,13696,64,0.9865744637961886,0.9924446746740634,0.9980761116444886,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9972645479119466,0.9999993600001984,0.0001
5,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10613.0,64,2528,2624,1380,2528,13825,64,0.9864611522941975,0.9924446746740634,0.9979872268791965,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9972388188159437,0.9999993600001984,0.0001
6,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10846.5,64,2528,2624,1438,2528,14236,64,0.986296545323205,0.9924446746740634,0.9979027208371707,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9971568491458372,0.9999993600001984,0.0001
7,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10468.5,64,2528,2624,1383,2528,13629,64,0.9864955014702498,0.9924446746740634,0.9979828557015246,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9972779113477602,0.9999993600001984,0.0001
8,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10819.5,64,2528,2624,1352,2528,14132,64,0.9864409103424152,0.9924446746740634,0.9980280254607318,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9971775902260807,0.9999993600001984,0.0001
9,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,False,1.0,1.0,0.00146,1,0.0001,10632.5,64,2528,2624,1347,2528,13864,64,0.9865009864336995,0.9924446746740634,0.9980353110972288,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9972310403827148,0.9999993600001984,0.0001
0,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,True,1.0,1.0,0.00146,1,0.0001,9511.5,64,2528,2624,1412,2528,12200,64,0.9867357029012824,0.9924446746740634,0.9979406019710865,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9975629741368701,0.9999993600001984,0.0001
1,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,True,1.0,1.0,0.00146,1,0.0001,9762.0,64,2528,2624,1380,2528,12515,64,0.9867196390022349,0.9924446746740634,0.9979872268791965,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9975001296428356,0.9999993600001984,0.0001
2,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,True,1.0,1.0,0.00146,1,0.0001,9748.5,64,2528,2624,1305,2528,12608,64,0.9868093359711273,0.9924446746740634,0.9980965125435999,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9974815763111149,0.9999993600001984,0.0001
3,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,True,1.0,1.0,0.00146,1,0.0001,9858.5,64,2528,2624,1383,2528,12683,64,0.9866821640955271,0.9924446746740634,0.9979828557015246,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9974666141981897,0.9999993600001984,0.0001
4,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,True,1.0,1.0,0.00146,1,0.0001,9547.0,64,2528,2624,1366,2528,12313,64,0.9867796728699947,0.9924446746740634,0.9980076259614832,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9975404294661553,0.9999993600001984,0.0001
5,7,1e-08,2,"(4, 4)",col_based,16,16,1,False,True,True,1.0,1.0,0.00146,1,0.0001,9980.5,64,2528,2624,1393,2528,12824,64,0.9866399349893141,0.9924446746740634,0.9979682852475594,0.9989509504276834,0.9999747203192831,0.9998080181428767,0.9989509504276834,0.9974384860334646,0.9999993600001984,0.0001
