trial,code_distance,fidelity_target,factory_physical_size,qubit_layout,placement,n_qubits,n_factories,n_aods,trivial_return,decompose_move,redistribute_stage1_success,J,h,dt,n_trotter_steps,epsilon,total_depth,n_cnot,n_cnot_teleportation,n_h,n_s,n_t,n_se_q,n_rz_decomposition,fidelity_total,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_of_rz_h,fidelity_of_t_gate,fidelity_cnot,fidelity_h,fidelity_idle,fidelity_synthesis,synthesis_epsilon
2,7,1e-08,2,"(4, 4)",col_based,16,16,5,True,False,False,1.0,1.0,0.00146,1,0.0001,11932.5,128,3184,3280,1756,3184,15879,80,0.9831238082700159,0.9904934612512664,0.9974395217591567,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9968292372020277,0.999999200000312,0.0001
3,7,1e-08,2,"(4, 4)",col_based,16,16,5,True,False,False,1.0,1.0,0.00146,1,0.0001,12267.5,128,3184,3280,1764,3184,16476,80,0.9829949488267371,0.9904934612512664,0.9974278717250743,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.996710222884497,0.999999200000312,0.0001
4,7,1e-08,2,"(4, 4)",col_based,16,16,5,True,False,False,1.0,1.0,0.00146,1,0.0001,12398.0,128,3184,3280,1705,3184,16670,80,0.983041484967116,0.9904934612512664,0.9975137939252844,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9966715512742149,0.999999200000312,0.0001
0,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,False,1.0,1.0,0.00146,1,0.0001,12044.0,128,3184,3280,1741,3184,15996,80,0.9831223335988256,0.9904934612512664,0.9974613659398225,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9968059116684537,0.999999200000312,0.0001
1,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,False,1.0,1.0,0.00146,1,0.0001,11956.0,128,3184,3280,1794,3184,16023,80,0.9830409540443331,0.9904934612512664,0.9973841853091409,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9968005289305256,0.999999200000312,0.0001
2,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,False,1.0,1.0,0.00146,1,0.0001,11822.5,128,3184,3280,1756,3184,15699,80,0.9831592013677258,0.9904934612512664,0.9974395217591567,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9968651237041097,0.999999200000312,0.0001
3,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,False,1.0,1.0,0.00146,1,0.0001,12135.5,128,3184,3280,1764,3184,16206,80,0.9830480319925161,0.9904934612512664,0.9974278717250743,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9967640466951465,0.999999200000312,0.0001
4,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,False,1.0,1.0,0.00146,1,0.0001,12276.5,128,3184,3280,1705,3184,16459,80,0.9830829701972635,0.9904934612512664,0.9975137939252844,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9967136117053548,0.999999200000312,0.0001
0,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,True,1.0,1.0,0.00146,1,0.0001,10971.5,128,3184,3280,1804,3184,14387,80,0.9833483007040479,0.9904934612512664,0.9973696235957059,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9971267354606997,0.999999200000312,0.0001
1,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,True,1.0,1.0,0.00146,1,0.0001,11160.0,128,3184,3280,1722,3184,14823,80,0.9833802797881291,0.9904934612512664,0.9974890359220938,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9970397897915568,0.999999200000312,0.0001
2,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,True,1.0,1.0,0.00146,1,0.0001,11097.0,128,3184,3280,1673,3184,14728,80,0.983469319122639,0.9904934612512664,0.9975603988924421,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9970587337294247,0.999999200000312,0.0001
3,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,True,1.0,1.0,0.00146,1,0.0001,11157.0,128,3184,3280,1744,3184,14761,80,0.9833608876983801,0.9904934612512664,0.9974569970654182,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9970521531628397,0.999999200000312,0.0001
4,7,1e-08,2,"(4, 4)",col_based,16,16,5,False,True,True,1.0,1.0,0.00146,1,0.0001,11010.5,128,3184,3280,1707,3184,14549,80,0.9834557079693352,0.9904934612512664,0.9975108811871325,0.9986888600336292,0.9999681605065682,0.9996160731427869,0.9986888600336292,0.9970944290746055,0.999999200000312,0.0001
0,7,1e-08,2,"(6, 6)",col_based,36,36,1,True,False,False,1.0,1.0,0.00146,1,0.0001,19808.0,288,7164,7380,3757,7164,57699,180,0.9584800799054431,0.9787372757838644,0.9945297923683398,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9885265269680831,0.999998200001602,0.0001
1,7,1e-08,2,"(6, 6)",col_based,36,36,1,True,False,False,1.0,1.0,0.00146,1,0.0001,20103.0,288,7164,7380,3740,7164,58284,180,0.9583917312898763,0.9787372757838644,0.9945544769221404,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.988410876118566,0.999998200001602,0.0001
2,7,1e-08,2,"(6, 6)",col_based,36,36,1,True,False,False,1.0,1.0,0.00146,1,0.0001,20332.0,288,7164,7380,3754,7164,59059,180,0.9582236057637842,0.9787372757838644,0.9945341484215502,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9882576842901175,0.999998200001602,0.0001
3,7,1e-08,2,"(6, 6)",col_based,36,36,1,True,False,False,1.0,1.0,0.00146,1,0.0001,20037.0,288,7164,7380,3679,7164,58224,180,0.9584885913159581,0.9787372757838644,0.9946430559528839,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9884227371214318,0.999998200001602,0.0001
4,7,1e-08,2,"(6, 6)",col_based,36,36,1,True,False,False,1.0,1.0,0.00146,1,0.0001,20022.0,288,7164,7380,3705,7164,58056,180,0.9584844122914709,0.9787372757838644,0.9946052999915306,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9884559486866723,0.999998200001602,0.0001
0,7,1e-08,2,"(6, 6)",col_based,36,36,1,False,True,False,1.0,1.0,0.00146,1,0.0001,18292.5,288,7164,7380,3757,7164,53897,180,0.9592091854019132,0.9787372757838644,0.9945297923683398,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9892784884739394,0.999998200001602,0.0001
1,7,1e-08,2,"(6, 6)",col_based,36,36,1,False,True,False,1.0,1.0,0.00146,1,0.0001,18375.5,288,7164,7380,3740,7164,54306,180,0.9591545312291719,0.9787372757838644,0.9945544769221404,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9891975687951479,0.999998200001602,0.0001
2,7,1e-08,2,"(6, 6)",col_based,36,36,1,False,True,False,1.0,1.0,0.00146,1,0.0001,18562.5,288,7164,7380,3754,7164,54706,180,0.9590581985639767,0.9787372757838644,0.9945341484215502,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9891184361470768,0.999998200001602,0.0001
3,7,1e-08,2,"(6, 6)",col_based,36,36,1,False,True,False,1.0,1.0,0.00146,1,0.0001,18558.0,288,7164,7380,3679,7164,54754,180,0.9591540133396272,0.9787372757838644,0.9946430559528839,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9891089406547184,0.999998200001602,0.0001
4,7,1e-08,2,"(6, 6)",col_based,36,36,1,False,True,False,1.0,1.0,0.00146,1,0.0001,18497.5,288,7164,7380,3705,7164,54326,180,0.9591997085069062,0.9787372757838644,0.9946052999915306,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9891936120123905,0.999998200001602,0.0001
0,7,1e-08,2,"(6, 6)",col_based,36,36,1,False,True,True,1.0,1.0,0.00146,1,0.0001,16932.0,288,7164,7380,3747,7164,48935,180,0.9601755956630096,0.9787372757838644,0.994544312619906,0.9970523522789801,0.9999283625653654,0.9991363718456516,0.9970523522789801,0.9902607358546898,0.999998200001602,0.0001
