trial,code_distance,qubit_layout,n_trotter_steps,placement,n_aods,consider_skip_rus,trivial_return,decompose_move,parallel_execution,prepare_lookahead_angles,logical_se_interval,total_depth,fidelity,fidelity_of_rz_layer,fidelity_of_rz_injection,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_cnot,fidelity_1q,fidelity_idle,n_cnot,n_cnot_teleportation,n_h,n_s,n_se_q,n_rz_seen
3,9,"(8, 8)",1,col_based,2,2,False,True,False,True,10,442.5,0.9991087002442997,0.9992271792116684,0.9993716668878191,0.9998555531140815,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999599098446943,256,534,256,1,2223,24
4,9,"(8, 8)",1,col_based,2,2,False,True,False,True,10,418.0,0.9989856805219468,0.9991020007062672,0.9992428246335595,0.9998590693635013,1.0,0.9999307494508141,0.9999907663174404,0.9999620558806681,256,521,256,0,2104,23
5,9,"(8, 8)",1,col_based,2,2,False,True,False,True,10,466.5,0.9988915653828105,0.9990134958431018,0.9991563308728688,0.9998571759968925,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999564293087475,256,528,256,1,2416,26
6,9,"(8, 8)",1,col_based,2,2,False,True,False,True,10,358.5,0.9992812352963325,0.9993908129855794,0.9995220751234668,0.9998688067341235,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.999968836663255,256,485,256,1,1728,21
7,9,"(8, 8)",1,col_based,2,2,False,True,False,True,10,340.0,0.9996160777065244,0.9997248627488355,0.9998519799302853,0.9998728639998706,1.0,0.9999307494508141,0.9999907663174404,0.9999696662302388,256,470,256,0,1682,21
8,9,"(8, 8)",1,col_based,2,2,False,True,False,True,10,394.5,0.9990484970324078,0.9991620855620148,0.9993003462150579,0.9998617741791619,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.99996479704256,256,511,256,1,1952,23
9,9,"(8, 8)",1,col_based,2,2,False,True,False,True,10,340.0,0.999226839702204,0.999334825434517,0.9994632448915735,0.9998715115761256,1.0,0.9999307494508141,0.9999907663174404,0.9999704236615642,256,475,256,0,1640,21
0,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,1012.0,0.9989410784271351,0.9991249617773091,0.9992607844161543,0.9998642085195126,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9998944309108113,256,502,256,1,5854,45
1,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,976.5,0.9994306384859367,0.9996094560534221,0.9997435902349147,0.9998658314163724,1.0,0.9999307494508141,0.9999907663174404,0.9998995882807468,256,496,256,0,5568,37
2,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,976.0,0.99938122428015,0.9995608802610166,0.9996904105089477,0.9998704296384466,1.0,0.9999307494508141,0.9999907663174404,0.9998987407391057,256,479,256,0,5615,41
3,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,866.5,0.9995355969374411,0.9997023536125712,0.9998354183598763,0.9998669133490756,1.0,0.9999307494508141,0.9999907663174404,0.9999116703354486,256,492,256,0,4898,33
4,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,986.0,0.9991160669716918,0.9992934766144904,0.9994306739871518,0.9998628561074749,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999009407423003,256,507,256,1,5493,42
5,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,1027.0,0.9993548972116503,0.9995388567368721,0.9996770379160111,0.9998617741791619,1.0,0.9999307494508141,0.9999907663174404,0.9998944309108113,256,511,256,0,5854,39
6,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,945.0,0.9990734707514985,0.9992479173730962,0.9993865990379726,0.9998612332154444,1.0,0.9999307494508141,0.9999907663174404,0.9999038981312709,256,513,256,0,5329,35
7,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,942.5,0.9995714135185809,0.9997471370683626,0.9998791258294523,0.9998679952829497,1.0,0.9999307494508141,0.9999907663174404,0.9999027079614871,256,488,256,0,5395,32
8,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,955.5,0.998976989320647,0.9991549869266293,0.9992933853658484,0.9998615036972666,1.0,0.9999307494508141,0.9999907663174404,0.9999003276261694,256,512,256,0,5527,41
9,9,"(8, 8)",1,seperate_region_row,3,0,True,False,False,False,10,918.0,0.9991566741359177,0.9993290807161751,0.9994545253411863,0.9998744869107793,1.0,0.9999307494508141,0.9999907663174404,0.999905953882416,256,464,256,0,5215,38
0,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,895.0,0.9989539235770191,0.9991249617773091,0.9992607844161543,0.9998642085195126,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.999907288319632,256,502,256,1,5141,45
1,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,839.5,0.9994472931251993,0.9996094560534221,0.9997435902349147,0.9998658314163724,1.0,0.9999307494508141,0.9999907663174404,0.9999162507346484,256,496,256,0,4644,37
2,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,856.5,0.9993945797532638,0.9995608802610166,0.9996904105089477,0.9998704296384466,1.0,0.9999307494508141,0.9999907663174404,0.9999121031281761,256,479,256,0,4874,41
3,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,752.5,0.9995481793349982,0.9997023536125712,0.9998354183598763,0.9998669133490756,1.0,0.9999307494508141,0.9999907663174404,0.9999242574671092,256,492,256,0,4200,33
4,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,885.0,0.9991259592748907,0.9992934766144904,0.9994306739871518,0.9998628561074749,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999108408165777,256,507,256,1,4944,42
5,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,914.0,0.9993653325745768,0.9995388567368721,0.9996770379160111,0.9998617741791619,1.0,0.9999307494508141,0.9999907663174404,0.9999048719076022,256,511,256,0,5275,39
6,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,821.5,0.9990854527333674,0.9992479173730962,0.9993865990379726,0.9998612332154444,1.0,0.9999307494508141,0.9999907663174404,0.9999158900725331,256,513,256,0,4664,35
7,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,811.0,0.999551952321728,0.9997137175535947,0.9998381285588972,0.9998755688528485,1.0,0.9999307494508141,0.9999907663174404,0.9999166654962419,256,460,256,0,4621,36
8,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,878.5,0.9989852948094491,0.9991549869266293,0.9992933853658484,0.9998615036972666,1.0,0.9999307494508141,0.9999907663174404,0.9999086407916007,256,512,256,0,5066,41
9,9,"(8, 8)",1,seperate_region_row,3,0,False,True,False,False,10,823.0,0.9991660983319726,0.9993290807161751,0.9994545253411863,0.9998744869107793,1.0,0.9999307494508141,0.9999907663174404,0.9999153851457901,256,464,256,0,4692,38
0,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,311.0,0.9995914044153466,0.9996953549552987,0.9998327463469556,0.999862585625287,1.0,0.9999307494508141,0.9999907663174404,0.9999744993733077,256,508,256,0,1414,18
1,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,426.5,0.9987868469704031,0.9989019910539166,0.9990488640633016,0.9998531187948039,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999632100531803,256,543,256,1,2040,24
2,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,429.0,0.9991835140496097,0.9992999113353072,0.9994431964735266,0.9998566350356628,1.0,0.9999307494508141,0.9999907663174404,0.9999620017788642,256,530,256,0,2107,26
3,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,378.5,0.9991393514299655,0.9992496884671993,0.9993951292474099,0.9998544711936708,1.0,0.9999307494508141,0.9999907663174404,0.999968061199088,256,538,256,0,1771,23
4,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,397.5,0.9992662664373126,0.9993799518203307,0.9995133756308158,0.9998666428657901,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999647249066245,256,493,256,1,1956,22
5,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,378.0,0.9986937742896774,0.9988060975977512,0.9989518755637624,0.9998542007137511,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999660233542602,256,539,256,1,1884,23
6,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,403.0,0.9991290763549361,0.9992416828937661,0.999379413858183,0.9998623151431721,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999657889122012,256,509,256,1,1897,24
7,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,358.0,0.9989539499087999,0.9990625367698499,0.9991924042860474,0.9998701591542098,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999697924687532,256,480,256,1,1675,23
8,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,384.5,0.9994325773773582,0.9995427485060203,0.9996747102832936,0.9998679952829497,1.0,0.9999307494508141,0.9999907663174404,0.999968259573585,256,488,256,0,1760,22
9,9,"(8, 8)",1,col_based,3,2,False,False,True,True,10,408.5,0.9988769088570135,0.9989906220089239,0.9991322410907414,0.99985825792023,1.0,0.9999307494508141,0.9999907663174404,0.9999646527706941,256,524,256,0,1960,25
0,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,330.0,0.9993606541226806,0.9994672303393307,0.9995910698525808,0.9998761098243221,1.0,0.9999307494508141,0.9999907663174404,0.9999718483553737,256,458,256,0,1561,35
1,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,391.5,0.9992938825135033,0.9994069402008389,0.9995505110831406,0.9998563645551577,1.0,0.9999307494508141,0.9999907663174404,0.9999653560962368,256,531,256,0,1921,42
2,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,394.5,0.9988880499518872,0.99900116982394,0.9991423813661315,0.9998587988823376,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999652478922749,256,522,256,1,1927,41
3,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,306.5,0.9995966416473078,0.9997006287903355,0.9998336933080593,0.9998669133490756,1.0,0.9999307494508141,0.9999907663174404,0.9999744633049894,256,492,256,0,1416,33
4,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,392.5,0.99917108129757,0.9992839448744012,0.9994222223899218,0.9998617741791619,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999655364361992,256,511,256,1,1911,43
5,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,382.5,0.9993791676374489,0.9994910633193897,0.999627074541461,0.9998639380369587,1.0,0.9999307494508141,0.9999907663174404,0.9999665283065738,256,503,256,0,1856,41
6,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,346.0,0.9995278775819143,0.9996366169695535,0.9997699434240778,0.9998666428657901,1.0,0.9999307494508141,0.9999907663174404,0.9999697022983841,256,493,256,0,1680,36
7,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,327.5,0.9995983894111873,0.9997046844829379,0.9998309876775375,0.9998736754549956,1.0,0.9999307494508141,0.9999907663174404,0.9999721549353195,256,467,256,0,1544,35
8,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,374.0,0.999267552601215,0.9993787508961361,0.9995201546103945,0.9998585284012472,1.0,0.9999307494508141,0.9999907663174404,0.9999672135994074,256,523,256,0,1818,40
9,9,"(8, 8)",1,col_based,3,2,False,True,False,False,10,333.0,0.99954084365986,0.9996484847324059,0.999779919549479,0.9998685362503257,1.0,0.9999307494508141,0.9999907663174404,0.9999708023774421,256,486,256,0,1619,36
0,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,308.5,0.9995828497850974,0.9996870878990043,0.9998231257961941,0.9998639380369587,1.0,0.9999307494508141,0.9999907663174404,0.9999742108267972,256,503,256,0,1430,20
1,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,368.5,0.9993048584181292,0.9994145648662263,0.999553540057961,0.9998609627336954,1.0,0.9999307494508141,0.9999907663174404,0.9999687104248612,256,514,256,0,1735,23
2,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,337.0,0.9995968881583321,0.9997036157729307,0.9998412787762495,0.9998623151431721,1.0,0.9999307494508141,0.9999907663174404,0.9999717221165998,256,509,256,0,1568,20
3,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,414.5,0.9991431450902324,0.9992586005678888,0.9994025520719965,0.9998560940747258,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999629395438783,256,532,256,1,2055,24
4,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,380.5,0.9989901305645135,0.9991020007062672,0.9992428246335595,0.9998590693635013,1.0,0.9999307494508141,0.9999907663174404,0.9999665102725582,256,521,256,0,1857,23
5,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,349.0,0.999233996028421,0.9993421267161419,0.9994883920931839,0.9998536597541311,1.0,0.9999307494508141,0.9999907663174404,0.9999702793888866,256,541,256,0,1648,22
6,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,336.0,0.9992828932901295,0.9993908129855794,0.9995220751234668,0.9998688067341235,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999704957979109,256,485,256,1,1636,21
7,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,312.5,0.9996201880295519,0.9997248627488355,0.9998519799302853,0.9998728639998706,1.0,0.9999307494508141,0.9999907663174404,0.9999737780071875,256,470,256,0,1454,21
8,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,360.0,0.9990522626885215,0.9991620855620148,0.9993003462150579,0.9998617741791619,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999685661524307,256,511,256,1,1743,23
9,9,"(8, 8)",1,col_based,3,2,False,True,False,True,10,315.0,0.9992290922892123,0.999334825434517,0.9994632448915735,0.9998715115761256,1.0,0.9999307494508141,0.9999907663174404,0.999972677924856,256,475,256,0,1515,21
0,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,823.5,0.9989620126832328,0.9991249617773091,0.9992607844161543,0.9998642085195126,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999153851457901,256,502,256,1,4692,45
1,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,779.5,0.9994523580651179,0.9996094560534221,0.9997435902349147,0.9998658314163724,1.0,0.9999307494508141,0.9999907663174404,0.9999213180511226,256,496,256,0,4363,37
2,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,784.5,0.9994013026163047,0.9995608802610166,0.9996904105089477,0.9998704296384466,1.0,0.9999307494508141,0.9999907663174404,0.9999188294725634,256,479,256,0,4501,41
3,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,663.5,0.9995575711705076,0.9997023536125712,0.9998354183598763,0.9998669133490756,1.0,0.9999307494508141,0.9999907663174404,0.9999336528362792,256,492,256,0,3679,33
4,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,808.5,0.9991340677931793,0.9992934766144904,0.9994306739871518,0.9998628561074749,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.99991895570466,256,507,256,1,4494,42
5,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,834.5,0.9993756418829471,0.9995388567368721,0.9996770379160111,0.9998617741791619,1.0,0.9999307494508141,0.9999907663174404,0.9999151867817824,256,511,256,0,4703,39
6,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,733.0,0.9990956870812931,0.9992479173730962,0.9993865990379726,0.9998612332154444,1.0,0.9999307494508141,0.9999907663174404,0.9999261329272234,256,513,256,0,4096,35
7,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,746.0,0.9995936409210954,0.9997471370683626,0.9998791258294523,0.9998679952829497,1.0,0.9999307494508141,0.9999907663174404,0.9999249427309739,256,488,256,0,4162,32
8,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,767.0,0.9989974558991882,0.9991549869266293,0.9992933853658484,0.9998615036972666,1.0,0.9999307494508141,0.9999907663174404,0.9999208131216387,256,512,256,0,4391,41
9,9,"(8, 8)",1,seperate_region_row,5,0,True,False,False,False,10,744.5,0.9991755946959215,0.9993290807161751,0.9994545253411863,0.9998744869107793,1.0,0.9999307494508141,0.9999907663174404,0.999924888631178,256,464,256,0,4165,38
0,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,769.5,0.9989685344602127,0.9991249617773091,0.9992607844161543,0.9998642085195126,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999219131469131,256,502,256,1,4330,45
1,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,710.5,0.9994589371179269,0.9996094560534221,0.9997435902349147,0.9998658314163724,1.0,0.9999307494508141,0.9999907663174404,0.9999279001909347,256,496,256,0,3998,37
2,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,730.0,0.9994079714527411,0.9995608802610166,0.9996904105089477,0.9998704296384466,1.0,0.9999307494508141,0.9999907663174404,0.9999255017623693,256,479,256,0,4131,41
3,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,618.5,0.9995624203485295,0.9997023536125712,0.9998354183598763,0.9998669133490756,1.0,0.9999307494508141,0.9999907663174404,0.9999385038387952,256,492,256,0,3410,33
4,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,764.0,0.9991388788784693,0.9992934766144904,0.9994306739871518,0.9998628561074749,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999237705693855,256,507,256,1,4227,42
5,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,762.5,0.9993836082395282,0.9995388567368721,0.9996770379160111,0.9998617741791619,1.0,0.9999307494508141,0.9999907663174404,0.9999231574392559,256,511,256,0,4261,39
6,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,675.5,0.9991013808836247,0.9992479173730962,0.9993865990379726,0.9998612332154444,1.0,0.9999307494508141,0.9999907663174404,0.9999318314622292,256,513,256,0,3780,35
7,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,684.0,0.9995653281031877,0.9997137175535947,0.9998381285588972,0.9998755688528485,1.0,0.9999307494508141,0.9999907663174404,0.9999300461582119,256,460,256,0,3879,36
8,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,740.0,0.9989999061514839,0.9991549869266293,0.9992933853658484,0.9998615036972666,1.0,0.9999307494508141,0.9999907663174404,0.9999232656386632,256,512,256,0,4255,41
9,9,"(8, 8)",1,seperate_region_row,5,0,False,True,False,False,10,702.0,0.999178766177231,0.9993290807161751,0.9994545253411863,0.9998744869107793,1.0,0.9999307494508141,0.9999907663174404,0.9999280624908199,256,464,256,0,3989,38
0,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,292.5,0.9995938200698378,0.9996953549552987,0.9998327463469556,0.999862585625287,1.0,0.9999307494508141,0.9999907663174404,0.9999769159536023,256,508,256,0,1280,18
1,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,411.0,0.9987888103610639,0.9989019910539166,0.9990488640633016,0.9998531187948039,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999651757563068,256,543,256,1,1931,24
2,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,412.5,0.9991847394031798,0.9992999113353072,0.9994431964735266,0.9998566350356628,1.0,0.9999307494508141,0.9999907663174404,0.9999632280871364,256,530,256,0,2039,26
3,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,362.0,0.9991410091883509,0.9992496884671993,0.9993951292474099,0.9998544711936708,1.0,0.9999307494508141,0.9999907663174404,0.9999697203324573,256,538,256,0,1679,23
4,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,378.0,0.9992677261707096,0.9993799518203307,0.9995133756308158,0.9998666428657901,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999661856603332,256,493,256,1,1875,22
5,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,360.0,0.9986983310987898,0.9988060975977512,0.9989518755637624,0.9998542007137511,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999705859683514,256,539,256,1,1631,23
6,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,387.5,0.9991305539068642,0.9992416828937661,0.999379413858183,0.9998623151431721,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999672677014932,256,509,256,1,1815,24
7,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,348.5,0.9989545264131036,0.9990625367698499,0.9991924042860474,0.9998701591542098,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999703695593076,256,480,256,1,1643,23
8,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,365.0,0.9994333884750644,0.9995427485060203,0.9996747102832936,0.9998679952829497,1.0,0.9999307494508141,0.9999907663174404,0.9999690711060284,256,488,256,0,1715,22
9,9,"(8, 8)",1,col_based,5,2,False,False,True,True,10,390.0,0.9988774132593575,0.9989906220089239,0.9991322410907414,0.99985825792023,1.0,0.9999307494508141,0.9999907663174404,0.9999651577223156,256,524,256,0,1932,25
0,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,314.0,0.999361627369963,0.9994672303393307,0.9995910698525808,0.9998761098243221,1.0,0.9999307494508141,0.9999907663174404,0.9999728221978798,256,458,256,0,1507,35
1,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,374.5,0.9993059706957732,0.9994190297507364,0.9995617911671042,0.9998571759968925,1.0,0.9999307494508141,0.9999907663174404,0.9999653560962368,256,528,256,0,1921,41
2,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,377.5,0.9988881940684241,0.99900116982394,0.9991423813661315,0.9998587988823376,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999653921642266,256,522,256,1,1919,41
3,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,296.0,0.9995970382489762,0.9997006287903355,0.9998336933080593,0.9998669133490756,1.0,0.9999307494508141,0.9999907663174404,0.999974860056563,256,492,256,0,1394,33
4,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,380.0,0.9991714416910384,0.9992839448744012,0.9994222223899218,0.9998617741791619,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999658971162216,256,511,256,1,1891,43
5,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,370.5,0.9993796182231237,0.9994910633193897,0.999627074541461,0.9998639380369587,1.0,0.9999307494508141,0.9999907663174404,0.9999669791570693,256,503,256,0,1831,41
6,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,329.0,0.9995288149398065,0.9996366169695535,0.9997699434240778,0.9998666428657901,1.0,0.9999307494508141,0.9999907663174404,0.9999706400706198,256,493,256,0,1628,36
7,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,312.0,0.9995986958766349,0.9997046844829379,0.9998309876775375,0.9998736754549956,1.0,0.9999307494508141,0.9999907663174404,0.9999724615153595,256,467,256,0,1527,35
8,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,362.5,0.9992675706226252,0.9993787508961361,0.9995201546103945,0.9998585284012472,1.0,0.9999307494508141,0.9999907663174404,0.9999672316334357,256,523,256,0,1817,40
9,9,"(8, 8)",1,col_based,5,2,False,True,False,False,10,320.5,0.9995416548454304,0.9996484847324059,0.999779919549479,0.9998685362503257,1.0,0.9999307494508141,0.9999907663174404,0.9999716139119491,256,486,256,0,1574,36
0,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,288.0,0.9995852113374971,0.9996870878990043,0.9998231257961941,0.9998639380369587,1.0,0.9999307494508141,0.9999907663174404,0.9999765733038022,256,503,256,0,1299,20
1,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,350.5,0.9993052549040292,0.9994145648662263,0.999553540057961,0.9998609627336954,1.0,0.9999307494508141,0.9999907663174404,0.9999691071741523,256,514,256,0,1713,23
2,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,321.0,0.9995977354441148,0.9997036157729307,0.9998412787762495,0.9998623151431721,1.0,0.9999307494508141,0.9999907663174404,0.999972569720102,256,509,256,0,1521,20
3,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,396.0,0.9991451272004973,0.9992586005678888,0.9994025520719965,0.9998560940747258,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999649232804597,256,532,256,1,1945,24
4,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,365.0,0.9989910133688364,0.9991020007062672,0.9992428246335595,0.9998590693635013,1.0,0.9999307494508141,0.9999907663174404,0.9999673939397048,256,521,256,0,1808,23
5,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,333.5,0.9992351313397693,0.9993421267161419,0.9994883920931839,0.9998536597541311,1.0,0.9999307494508141,0.9999907663174404,0.9999714155367866,256,541,256,0,1585,22
6,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,322.5,0.9992840106353271,0.9993908129855794,0.9995220751234668,0.9998688067341235,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999716139119491,256,485,256,1,1574,21
7,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,298.5,0.9996203322517195,0.9997248627488355,0.9998519799302853,0.9998728639998706,1.0,0.9999307494508141,0.9999907663174404,0.99997392228037,256,470,256,0,1446,21
8,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,343.5,0.9990546049698192,0.9991620855620148,0.9993003462150579,0.9998617741791619,0.9999998683472798,0.9999307494508141,0.9999907663174404,0.9999709105820049,256,511,256,1,1613,23
9,9,"(8, 8)",1,col_based,5,2,False,True,False,True,10,303.5,0.9992303717608942,0.999334825434517,0.9994632448915735,0.9998715115761256,1.0,0.9999307494508141,0.9999907663174404,0.9999739583486688,256,475,256,0,1444,21
0,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3569.5,0.9977093454230599,0.9984115473747428,0.998630877029266,0.9997806328921746,0.999999736694577,0.9998917981243766,0.999985572408469,0.9994192375475599,400,811,400,2,32212,47
1,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3654.0,0.9981409338161547,0.9988564995881608,0.9990716098961719,0.99978468980013,1.0,0.9998917981243766,0.999985572408469,0.9994061701274469,400,796,400,0,32937,43
2,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3482.0,0.9979560170157693,0.9986444526075057,0.9988581661967103,0.9997860421064401,1.0,0.9998917981243766,0.999985572408469,0.9994331883336031,400,791,400,0,31438,46
3,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3404.0,0.9985238684304214,0.9991993427094761,0.999409660365882,0.9997895581114066,1.0,0.9998917981243766,0.999985572408469,0.9994465445011512,400,778,400,0,30697,40
4,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3360.0,0.9985167067548308,0.9991846258165281,0.9993948015926677,0.9997898285738392,0.9999998683472798,0.9998917981243766,0.999985572408469,0.999454096853027,400,777,400,1,30278,42
5,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,4020.0,0.9969344588985596,0.9977117026775879,0.9979454565153991,0.9997660281598401,0.999999736694577,0.9998917981243766,0.999985572408469,0.9993435209803081,400,865,400,2,36413,55
6,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3784.0,0.9985344156704702,0.9992752591048534,0.9995004637604572,0.9997746827902845,1.0,0.9998917981243766,0.999985572408469,0.9993811712770648,400,833,400,0,34324,42
7,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3445.0,0.9982439222076093,0.9989266293708409,0.9991356697355164,0.9997909104243016,0.9999998683472798,0.9998917981243766,0.999985572408469,0.9994391183778654,400,773,400,1,31109,45
8,9,"(10, 10)",1,seperate_region_row,1,0,True,False,False,False,10,3776.0,0.9981486565796808,0.9988875204377906,0.9991141206428966,0.999773330499339,0.9999998683472798,0.9998917981243766,0.999985572408469,0.999382865483653,400,838,400,1,34230,48
