qasm_path,backend,n_qubits,layout_cols,layout_rows,code_distance,n_aods,placement,split_layers,to_decompose,trivial_return,decompose_move,redistribute_stage1_success,logical_se_interval,epsilon,trial_seed,fidelity,fidelity_of_rz_layer,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_of_rz_h,fidelity_of_t_gate,fidelity_cnot,fidelity_h,fidelity_idle,fidelity_synthesis,n_cnot,n_cnot_teleportation,n_h,n_s,n_t,n_se_q,n_rz_decomposition,gate_kind,synthesis_epsilon
/tmp/sample_t.qasm,t_cultivation,2,2,1,7,2,col_based,True,False,False,True,True,,0.0001,0,0.999987660060426,0.9999906600324061,0.9999940000090001,0.9999970800021316,0.9999996,0.99999998,0.999997,0.9999996,1.0,1.0,1,2,1,2,2,0,0,clifford_t,0.0001
