qasm_path,backend,n_qubits,layout_cols,layout_rows,code_distance,n_aods,placement,split_layers,to_decompose,trivial_return,decompose_move,parallel_execution,prepare_lookahead_angles,consider_skip_rus,logical_se_interval,trial_seed,fidelity,fidelity_of_rz_layer,fidelity_of_rz_injection,fidelity_of_rz_teleportaion,fidelity_of_rz_s,fidelity_cnot,fidelity_1q,fidelity_idle,n_cnot,n_cnot_teleportation,n_h,n_s,n_se_q,n_rz_seen
/tmp/sample_eval.qasm,star,2,2,1,7,2,col_based,True,False,False,True,False,True,2,,0,0.9998799947909752,0.9998833943933163,0.9998863940524985,0.999997,1.0,0.999997,0.9999996,1.0,1,1,1,0,0,1
